"","GEOID","year","AGE_CATEGORY","fatality_count","AGE0_4","AGE5_9","AGE10_14","AGE15_17","AGE18_19","rate"
"1322","51085",2017,5,1,5464,6471,7151,4440,2699,0.370507595405706
"1323","51087",2017,3,1,19547,18276,24358,12826,5943,0.0410542737498974
"1324","51095",2017,4,1,3256,4877,5135,2696,1389,0.370919881305638
"1325","51107",2017,2,2,28559,33509,32606,18664,9005,0.0596854576382464
"1326","51121",2017,3,1,4878,4222,3492,2297,9540,0.286368843069874
"1327","51121",2017,4,1,4878,4222,3492,2297,9540,0.43535045711798
"1328","51153",2017,5,2,34505,34962,35604,21091,11068,0.180701120346946
"1329","51165",2017,1,1,4404,4968,4878,3574,2275,0.227066303360581
"1330","51177",2017,3,1,8355,7946,10817,6161,3570,0.0924470740501063
"1331","51510",2017,1,1,11447,6375,7518,3525,2571,0.0873591333973967
"1332","51550",2017,5,1,15046,15519,17478,10382,5359,0.186601977980967
"1333","51700",2017,5,1,13192,12188,9954,6357,6035,0.165700082850041
"1334","51710",2017,2,1,15777,13167,12590,6882,9196,0.075947444368497
"1335","51770",2017,4,1,6902,6255,5144,3342,1390,0.299222022740874
"1336","51800",2017,3,1,5870,6243,6306,3595,1880,0.158579130986362
"1337","51810",2017,5,1,28874,28665,26543,16326,9306,0.107457554266065
"1338","53009",2017,2,1,3514,3943,3371,1950,658,0.253613999492772
"1339","53009",2017,5,1,3514,3943,3371,1950,658,1.51975683890578
"1340","53011",2017,4,1,29168,33303,32435,20513,10425,0.0487495734412324
"1341","53011",2017,5,1,29168,33303,32435,20513,10425,0.0959232613908873
"1342","53021",2017,4,1,8129,7696,9241,4345,1974,0.230149597238205
"1343","53021",2017,5,1,8129,7696,9241,4345,1974,0.506585612968592
"1344","53027",2017,5,1,3917,4577,3888,2638,1512,0.661375661375661
"1345","53033",2017,1,1,128908,131651,115967,70822,46657,0.00775747044403761
"1346","53033",2017,2,1,128908,131651,115967,70822,46657,0.00759584051773249
"1347","53033",2017,5,6,128908,131651,115967,70822,46657,0.128598066742397
"1348","53035",2017,4,1,15341,15741,14533,9466,5984,0.10564124234101
"1349","53035",2017,5,1,15341,15741,14533,9466,5984,0.167112299465241
"1350","53041",2017,4,1,4569,4708,4533,3133,1709,0.319182891797
"1351","53053",2017,4,1,59263,57691,56524,33450,19991,0.0298953662182362
"1352","53053",2017,5,1,59263,57691,56524,33450,19991,0.0500225101295583
"1353","53061",2017,1,1,50932,48168,53165,29971,16320,0.0196340218330323
"1354","53061",2017,3,1,50932,48168,53165,29971,16320,0.0188093670647983
"1355","53061",2017,4,3,50932,48168,53165,29971,16320,0.100096760201528
"1356","53063",2017,3,1,31210,29682,32420,19078,13993,0.0308451573103023
"1357","53063",2017,5,3,31210,29682,32420,19078,13993,0.214392910741085
"1358","53067",2017,4,1,16564,16672,17729,10306,5932,0.0970308558121483
"1359","53067",2017,5,3,16564,16672,17729,10306,5932,0.505731625084289
"1360","53073",2017,1,1,11918,11581,12403,7294,8739,0.0839066957543212
"1361","53073",2017,5,3,11918,11581,12403,7294,8739,0.343288705801579
"1362","53077",2017,1,1,20593,20113,21671,11995,6783,0.0485601903559462
"1363","53077",2017,4,3,20593,20113,21671,11995,6783,0.250104210087536
"1364","53077",2017,5,1,20593,20113,21671,11995,6783,0.147427392009435
"1365","54003",2017,4,1,6861,7188,8384,4669,2562,0.214178624973228
"1366","54011",2017,1,2,5775,5145,4955,2951,2661,0.346320346320346
"1367","54033",2017,3,1,3806,3439,4837,2564,1362,0.206739714699194
"1368","54033",2017,4,1,3806,3439,4837,2564,1362,0.390015600624025
"1369","54039",2017,2,1,10042,11610,9324,6819,3830,0.0861326442721792
"1370","54039",2017,3,1,10042,11610,9324,6819,3830,0.107250107250107
"1371","54039",2017,5,2,10042,11610,9324,6819,3830,0.522193211488251
"1372","54081",2017,5,1,4110,4304,4773,2536,995,1.00502512562814
"1373","55009",2017,5,1,17029,20529,15332,10039,7072,0.141402714932127
"1374","55025",2017,3,1,30954,30393,31296,18195,16992,0.0319529652351738
"1375","55025",2017,4,2,30954,30393,31296,18195,16992,0.109920307776862
"1376","55027",2017,1,1,3688,4914,5709,3456,1608,0.27114967462039
"1377","55027",2017,2,1,3688,4914,5709,3456,1608,0.203500203500203
"1378","55027",2017,3,1,3688,4914,5709,3456,1608,0.175162024873008
"1379","55027",2017,5,1,3688,4914,5709,3456,1608,0.621890547263682
"1380","55035",2017,5,1,6498,5847,5104,3534,4719,0.211909302818394
"1381","55063",2017,5,1,5740,5857,7887,4079,5082,0.196772924045651
"1382","55071",2017,5,2,3834,3927,5837,2922,1742,1.14810562571757
"1383","55079",2017,1,1,65420,63990,62477,36737,26487,0.0152858453072455
"1384","55079",2017,4,5,65420,63990,62477,36737,26487,0.136102566894412
"1385","55079",2017,5,5,65420,63990,62477,36737,26487,0.188771850341677
"1386","55109",2017,3,1,5159,5479,7698,4410,1830,0.12990387113536
"1387","55109",2017,4,1,5159,5479,7698,4410,1830,0.226757369614512
"1388","55109",2017,5,1,5159,5479,7698,4410,1830,0.546448087431694
"1389","55117",2017,2,1,6112,6792,7954,4795,2719,0.147232037691402
"1390","55117",2017,4,1,6112,6792,7954,4795,2719,0.208550573514077
"1391","55117",2017,5,1,6112,6792,7954,4795,2719,0.367782272894446
"1392","55127",2017,4,3,5258,5674,6584,4011,3462,0.74794315632012
"1393","55127",2017,5,1,5258,5674,6584,4011,3462,0.288850375505488
"1394","55131",2017,5,4,7504,7885,8889,5703,2858,1.39958012596221
"1395","55139",2017,5,1,9668,9743,9930,5764,5490,0.182149362477231
"1396","56021",2017,1,1,6073,6772,6325,3509,2365,0.164663263625885
"1397","56025",2017,1,2,6436,5764,5175,3121,1666,0.310752019888129
"1398","56025",2017,4,1,6436,5764,5175,3121,1666,0.320410124959949
"1399","01003",2018,1,1,10878,9445,18093,8740,4749,0.0919286633572348
"1400","01003",2018,5,1,10878,9445,18093,8740,4749,0.210570646451885
"1401","01015",2018,2,1,7142,7158,5968,4216,3170,0.139703827884884
"1402","01015",2018,5,2,7142,7158,5968,4216,3170,0.630914826498423
"1403","01043",2018,3,1,5329,4798,5226,3539,1731,0.191350937619594
"1404","01043",2018,4,1,5329,4798,5226,3539,1731,0.282565696524442
"1405","01043",2018,5,1,5329,4798,5226,3539,1731,0.577700751010976
"1406","01049",2018,4,1,3989,3851,6121,3184,1895,0.314070351758794
"1407","01051",2018,2,1,5246,4443,5024,3849,1685,0.225073148773351
"1408","01073",2018,3,1,41749,42651,40669,24478,16282,0.0245887531043301
"1409","01073",2018,4,2,41749,42651,40669,24478,16282,0.0817060217338018
"1410","01073",2018,5,6,41749,42651,40669,24478,16282,0.368505097653851
"1411","01077",2018,4,4,4920,4433,5483,3040,2963,1.31578947368421
"1412","01081",2018,5,2,8755,7948,13072,5020,9103,0.219707788641107
"1413","01083",2018,4,1,4340,6117,7848,4136,2827,0.241779497098646
"1414","01083",2018,5,1,4340,6117,7848,4136,2827,0.353731871241599
"1415","01089",2018,3,2,21499,23201,21254,14094,10123,0.0940999341300461
"1416","01089",2018,5,3,21499,23201,21254,14094,10123,0.296354835523066
"1417","01097",2018,1,2,26694,24726,28384,16973,9743,0.0749232037161909
"1418","01097",2018,4,2,26694,24726,28384,16973,9743,0.117834207270371
"1419","01097",2018,5,4,26694,24726,28384,16973,9743,0.41055116493893
"1420","01101",2018,1,1,15134,14338,14361,8790,6283,0.0660763843002511
"1421","01101",2018,2,2,15134,14338,14361,8790,6283,0.139489468545125
"1422","01101",2018,3,3,15134,14338,14361,8790,6283,0.208899101733863
"1423","01101",2018,4,2,15134,14338,14361,8790,6283,0.227531285551763
"1424","01101",2018,5,1,15134,14338,14361,8790,6283,0.159159637116027
"1425","01115",2018,1,3,5283,6221,5712,3221,2009,0.56785917092561
"1426","01115",2018,4,1,5283,6221,5712,3221,2009,0.310462589257994
"1427","01115",2018,5,1,5283,6221,5712,3221,2009,0.497760079641613
"1428","01117",2018,1,1,11944,13094,14757,8875,5520,0.0837240455458808
"1429","01117",2018,4,1,11944,13094,14757,8875,5520,0.112676056338028
"1430","01117",2018,5,1,11944,13094,14757,8875,5520,0.181159420289855
"1431","01121",2018,1,2,4250,4635,4782,3143,2501,0.470588235294118
"1432","01121",2018,4,1,4250,4635,4782,3143,2501,0.318167356029271
"1433","01125",2018,2,1,11789,11636,12544,8023,14348,0.085940185630801
"1434","01125",2018,5,1,11789,11636,12544,8023,14348,0.0696961248954558
"1435","01127",2018,2,1,3760,4364,3527,2325,1447,0.229147571035747
"1436","01127",2018,4,2,3760,4364,3527,2325,1447,0.860215053763441
"1437","02020",2018,2,1,20944,20451,18807,11136,7527,0.0488973644320571
"1438","02020",2018,5,1,20944,20451,18807,11136,7527,0.132855055134848
"1439","02090",2018,3,1,7382,6447,6405,3624,3349,0.156128024980484
"1440","02170",2018,2,1,7442,7799,8405,5215,3047,0.128221566867547
"1441","04001",2018,2,1,4721,5744,5856,3196,2492,0.174094707520891
"1442","04001",2018,3,1,4721,5744,5856,3196,2492,0.170765027322404
"1443","04003",2018,5,2,7103,8163,7463,4518,3476,0.575373993095512
"1444","04005",2018,1,1,7273,7520,9774,4888,12132,0.137494843943352
"1445","04005",2018,4,2,7273,7520,9774,4888,12132,0.409165302782324
"1446","04005",2018,5,2,7273,7520,9774,4888,12132,0.164853280580284
"1447","04013",2018,1,4,279484,284468,309797,179036,116979,0.0143120894219347
"1448","04013",2018,2,3,279484,284468,309797,179036,116979,0.0105460016592376
"1449","04013",2018,3,6,279484,284468,309797,179036,116979,0.0193675213123432
"1450","04013",2018,4,16,279484,284468,309797,179036,116979,0.0893675015080766
"1451","04013",2018,5,17,279484,284468,309797,179036,116979,0.145325229314663
"1452","04015",2018,2,1,9064,10687,9840,6018,3128,0.0935716290820623
"1453","04015",2018,3,1,9064,10687,9840,6018,3128,0.101626016260163
"1454","04015",2018,4,3,9064,10687,9840,6018,3128,0.498504486540379
"1455","04015",2018,5,2,9064,10687,9840,6018,3128,0.639386189258312
"1456","04017",2018,2,3,7751,7559,9324,4709,3194,0.39687789390131
"1457","04017",2018,3,1,7751,7559,9324,4709,3194,0.107250107250107
"1458","04017",2018,5,1,7751,7559,9324,4709,3194,0.313087038196619
"1459","04019",2018,1,1,58312,55091,66033,36858,32532,0.0171491288242557
"1460","04019",2018,3,2,58312,55091,66033,36858,32532,0.0302878863598504
"1461","04019",2018,4,3,58312,55091,66033,36858,32532,0.0813934559661403
"1462","04019",2018,5,2,58312,55091,66033,36858,32532,0.061477929423337
"1463","04021",2018,1,1,25176,27911,31371,16685,10202,0.0397203686050207
"1464","04021",2018,4,3,25176,27911,31371,16685,10202,0.179802217560683
"1465","04021",2018,5,5,25176,27911,31371,16685,10202,0.490099980396001
"1466","04025",2018,1,1,9673,9525,11405,6690,5066,0.10338054378166
"1467","04025",2018,2,1,9673,9525,11405,6690,5066,0.10498687664042
"1468","04027",2018,1,2,15116,14200,15581,8735,6057,0.132310134956338
"1469","04027",2018,4,1,15116,14200,15581,8735,6057,0.114481969089868
"1470","04027",2018,5,2,15116,14200,15581,8735,6057,0.330196466897804
"1471","05007",2018,2,1,18982,19479,21056,12052,6376,0.0513373376456697
"1472","05007",2018,4,1,18982,19479,21056,12052,6376,0.0829737802854298
"1473","05031",2018,1,1,7659,8153,7006,4332,4254,0.130565347956652
"1474","05031",2018,4,1,7659,8153,7006,4332,4254,0.23084025854109
"1475","05031",2018,5,2,7659,8153,7006,4332,4254,0.470145745181006
"1476","05045",2018,2,1,7429,9413,7112,4918,5084,0.106236056517582
"1477","05045",2018,4,1,7429,9413,7112,4918,5084,0.203334688897926
"1478","05069",2018,5,1,4105,4519,3720,2540,1947,0.513610683102209
"1479","05085",2018,4,1,4570,4180,6804,3491,1381,0.286450873675165
"1480","05119",2018,2,1,25704,25919,25387,13978,9008,0.0385817354064586
"1481","05119",2018,3,1,25704,25919,25387,13978,9008,0.0393902390987513
"1482","05119",2018,4,2,25704,25919,25387,13978,9008,0.143081985977965
"1483","05119",2018,5,3,25704,25919,25387,13978,9008,0.33303730017762
"1484","05125",2018,2,1,7170,7177,8610,5250,3011,0.13933398355859
"1485","05125",2018,4,1,7170,7177,8610,5250,3011,0.19047619047619
"1486","05143",2018,5,1,16304,16179,15506,9024,10312,0.0969743987587277
"1487","05145",2018,4,1,4673,4575,5090,3957,3718,0.252716704574172
"1488","05145",2018,5,1,4673,4575,5090,3957,3718,0.268961807423346
"1489","06001",2018,1,1,96774,91122,99712,54903,38386,0.0103333540000413
"1490","06001",2018,2,3,96774,91122,99712,54903,38386,0.0329228945808915
"1491","06001",2018,3,1,96774,91122,99712,54903,38386,0.0100288831835687
"1492","06001",2018,4,2,96774,91122,99712,54903,38386,0.0364278819008069
"1493","06001",2018,5,4,96774,91122,99712,54903,38386,0.10420465794821
"1494","06007",2018,5,1,13056,12476,13218,7462,9375,0.106666666666667
"1495","06013",2018,1,4,64482,67894,80292,47120,26990,0.0620328153593251
"1496","06013",2018,2,1,64482,67894,80292,47120,26990,0.0147288420184405
"1497","06013",2018,4,4,64482,67894,80292,47120,26990,0.0848896434634975
"1498","06013",2018,5,5,64482,67894,80292,47120,26990,0.185253797702853
"1499","06017",2018,2,1,8586,9130,12869,7427,3997,0.109529025191676
"1500","06017",2018,4,1,8586,9130,12869,7427,3997,0.134643866971859
"1501","06017",2018,5,2,8586,9130,12869,7427,3997,0.500375281461096
"1502","06019",2018,1,1,77286,77081,82856,44597,27234,0.0129389540149574
"1503","06019",2018,3,2,77286,77081,82856,44597,27234,0.0241382639760548
"1504","06019",2018,4,3,77286,77081,82856,44597,27234,0.0672690988183062
"1505","06019",2018,5,4,77286,77081,82856,44597,27234,0.146875229492546
"1506","06023",2018,5,3,7335,8500,6410,3890,4854,0.618046971569839
"1507","06025",2018,3,1,14876,11876,15888,8191,6110,0.0629405840886203
"1508","06025",2018,5,3,14876,11876,15888,8191,6110,0.490998363338789
"1509","06029",2018,1,2,69712,66175,81427,41638,24591,0.0286894652283681
"1510","06029",2018,3,4,69712,66175,81427,41638,24591,0.0491237550198337
"1511","06029",2018,4,9,69712,66175,81427,41638,24591,0.216148710312695
"1512","06029",2018,5,14,69712,66175,81427,41638,24591,0.569313976658127
"1513","06031",2018,1,2,10990,11819,11672,6292,4500,0.181983621474067
"1514","06031",2018,3,2,10990,11819,11672,6292,4500,0.171350239890336
"1515","06031",2018,4,1,10990,11819,11672,6292,4500,0.158931977113795
"1516","06031",2018,5,1,10990,11819,11672,6292,4500,0.222222222222222
"1517","06033",2018,5,1,3924,3857,3434,2295,707,1.41442715700141
"1518","06037",2018,1,11,602507,575136,640817,370433,258439,0.0182570492956928
"1519","06037",2018,2,3,602507,575136,640817,370433,258439,0.00521615756968786
"1520","06037",2018,3,5,602507,575136,640817,370433,258439,0.00780253957057943
"1521","06037",2018,4,9,602507,575136,640817,370433,258439,0.0242958915647364
"1522","06037",2018,5,18,602507,575136,640817,370433,258439,0.0696489306954446
"1523","06039",2018,3,1,11785,11935,12680,6723,4779,0.0788643533123028
"1524","06039",2018,4,3,11785,11935,12680,6723,4779,0.446229361892012
"1525","06039",2018,5,1,11785,11935,12680,6723,4779,0.209248796819418
"1526","06041",2018,5,1,11504,12694,17714,9949,4718,0.211954217888936
"1527","06045",2018,2,1,5089,5734,4842,2870,2323,0.174398325776073
"1528","06045",2018,3,2,5089,5734,4842,2870,2323,0.413052457662123
"1529","06045",2018,4,1,5089,5734,4842,2870,2323,0.348432055749129
"1530","06047",2018,2,1,21491,21488,24244,13117,10562,0.0465376023827252
"1531","06047",2018,3,1,21491,21488,24244,13117,10562,0.0412473189242699
"1532","06047",2018,4,4,21491,21488,24244,13117,10562,0.30494777769307
"1533","06047",2018,5,1,21491,21488,24244,13117,10562,0.0946790380609733
"1534","06053",2018,1,1,30774,31438,33757,18134,11929,0.0324949632806915
"1535","06053",2018,3,1,30774,31438,33757,18134,11929,0.0296234854993038
"1536","06053",2018,4,1,30774,31438,33757,18134,11929,0.0551450314326679
"1537","06053",2018,5,2,30774,31438,33757,18134,11929,0.167658646994719
"1538","06055",2018,5,1,6967,6530,10079,5328,3985,0.250941028858218
"1539","06057",2018,1,1,3931,4439,6037,2672,1588,0.254388196387688
"1540","06057",2018,5,1,3931,4439,6037,2672,1588,0.629722921914358
"1541","06059",2018,1,2,187424,176525,211447,123390,81989,0.010670991975414
"1542","06059",2018,2,1,187424,176525,211447,123390,81989,0.00566491998300524
"1543","06059",2018,3,1,187424,176525,211447,123390,81989,0.00472931751218982
"1544","06059",2018,4,9,187424,176525,211447,123390,81989,0.0729394602479942
"1545","06059",2018,5,7,187424,176525,211447,123390,81989,0.085377306711876
"1546","06061",2018,4,1,20248,25087,25347,16440,8850,0.0608272506082725
"1547","06065",2018,1,1,158411,168165,182168,107383,69375,0.00631269293167772
"1548","06065",2018,2,5,158411,168165,182168,107383,69375,0.0297327030000297
"1549","06065",2018,3,1,158411,168165,182168,107383,69375,0.00548943832067103
"1550","06065",2018,4,7,158411,168165,182168,107383,69375,0.0651872270284868
"1551","06065",2018,5,18,158411,168165,182168,107383,69375,0.259459459459459
"1552","06067",2018,2,2,98854,97945,106610,60502,35322,0.0204196232579509
"1553","06067",2018,3,1,98854,97945,106610,60502,35322,0.00937998311603039
"1554","06067",2018,4,2,98854,97945,106610,60502,35322,0.033056758454266
"1555","06067",2018,5,4,98854,97945,106610,60502,35322,0.1132438706755
"1556","06071",2018,1,4,154707,156947,163507,97118,60743,0.0258553265204548
"1557","06071",2018,2,1,154707,156947,163507,97118,60743,0.00637157766634596
"1558","06071",2018,3,4,154707,156947,163507,97118,60743,0.0244637844251316
"1559","06071",2018,4,7,154707,156947,163507,97118,60743,0.0720772668300418
"1560","06071",2018,5,8,154707,156947,163507,97118,60743,0.131702418385658
"1561","06073",2018,1,1,207770,192183,205986,116469,90715,0.00481301439091303
"1562","06073",2018,2,3,207770,192183,205986,116469,90715,0.0156101216028473
"1563","06073",2018,3,1,207770,192183,205986,116469,90715,0.00485469886302953
"1564","06073",2018,4,2,207770,192183,205986,116469,90715,0.0171719513346899
"1565","06073",2018,5,12,207770,192183,205986,116469,90715,0.132282422973047
"1566","06075",2018,5,2,39618,29690,32128,17248,15577,0.128394427681839
"1567","06077",2018,1,4,52947,57407,59229,34733,21160,0.0755472453585661
"1568","06077",2018,3,1,52947,57407,59229,34733,21160,0.0168836211990748
"1569","06077",2018,4,3,52947,57407,59229,34733,21160,0.0863731897618979
"1570","06077",2018,5,5,52947,57407,59229,34733,21160,0.236294896030246
"1571","06079",2018,5,2,13213,12615,15090,8757,13540,0.147710487444609
"1572","06081",2018,4,1,43019,43705,45890,25863,14466,0.0386652747167769
"1573","06081",2018,5,1,43019,43705,45890,25863,14466,0.0691276095672612
"1574","06083",2018,3,1,27464,26578,29451,15838,22453,0.033954704424298
"1575","06083",2018,5,2,27464,26578,29451,15838,22453,0.0890749565759587
"1576","06085",2018,4,2,114873,110532,127757,70573,43982,0.0283394499312768
"1577","06085",2018,5,2,114873,110532,127757,70573,43982,0.0454731481060434
"1578","06087",2018,5,1,13667,14699,14555,9696,14160,0.0706214689265537
"1579","06089",2018,1,1,9933,11842,10347,6462,4049,0.10067451927917
"1580","06089",2018,4,1,9933,11842,10347,6462,4049,0.154750851129681
"1581","06095",2018,1,1,26794,26912,28809,16716,10573,0.037321788460103
"1582","06095",2018,3,1,26794,26912,28809,16716,10573,0.0347113749175605
"1583","06095",2018,5,4,26794,26912,28809,16716,10573,0.37832214130332
"1584","06097",2018,1,1,24591,27576,28649,17441,12833,0.0406652840470091
"1585","06097",2018,5,2,24591,27576,28649,17441,12833,0.155848203849451
"1586","06099",2018,1,1,38528,40377,44908,24988,14422,0.0259551495016611
"1587","06099",2018,2,1,38528,40377,44908,24988,14422,0.0247665750303391
"1588","06099",2018,4,2,38528,40377,44908,24988,14422,0.0800384184408516
"1589","06099",2018,5,4,38528,40377,44908,24988,14422,0.277354042435169
"1590","06101",2018,5,1,6653,7334,6937,4059,2489,0.401767778224186
"1591","06107",2018,1,1,35499,40991,42932,23568,14669,0.0281698076002141
"1592","06107",2018,4,3,35499,40991,42932,23568,14669,0.127291242362525
"1593","06107",2018,5,2,35499,40991,42932,23568,14669,0.136341945599564
"1594","06111",2018,2,1,49716,54227,56590,33925,22682,0.0184409980268132
"1595","06111",2018,3,1,49716,54227,56590,33925,22682,0.0176709666018731
"1596","06111",2018,4,1,49716,54227,56590,33925,22682,0.0294767870302137
"1597","06111",2018,5,4,49716,54227,56590,33925,22682,0.176351291773212
"1598","06113",2018,1,1,12882,12582,13067,8367,13935,0.0776276975624903
"1599","06113",2018,5,2,12882,12582,13067,8367,13935,0.143523501973448
"1600","06115",2018,5,1,5920,5294,6460,3587,1969,0.507872016251905
"1601","08001",2018,1,1,36106,36175,41120,22374,12329,0.0276962277737772
"1602","08001",2018,4,2,36106,36175,41120,22374,12329,0.0893894699204434
"1603","08001",2018,5,2,36106,36175,41120,22374,12329,0.16221915808257
"1604","08005",2018,4,2,40002,45381,40917,26361,14003,0.0758696559311104
"1605","08005",2018,5,2,40002,45381,40917,26361,14003,0.142826537170606
"1606","08031",2018,1,1,42755,39822,37006,20116,14576,0.0233890773009005
"1607","08035",2018,1,1,20193,23925,27069,17791,8125,0.0495221116228396
"1608","08041",2018,3,1,48241,48035,47693,28093,20320,0.0209674375694546
"1609","08041",2018,4,3,48241,48035,47693,28093,20320,0.106788167871
"1610","08041",2018,5,1,48241,48035,47693,28093,20320,0.0492125984251968
"1611","08059",2018,1,2,30113,32005,32367,20033,12670,0.0664164978580679
"1612","08059",2018,4,3,30113,32005,32367,20033,12670,0.149752907702291
"1613","08059",2018,5,2,30113,32005,32367,20033,12670,0.15785319652723
"1614","08069",2018,2,1,18305,17871,20629,12193,13316,0.0559565776957081
"1615","08069",2018,3,1,18305,17871,20629,12193,13316,0.0484754471860003
"1616","08077",2018,5,1,8479,11019,8518,5693,4930,0.202839756592292
"1617","08101",2018,4,1,9603,9595,11040,7248,4917,0.137969094922737
"1618","08101",2018,5,4,9603,9595,11040,7248,4917,0.813504169208867
"1619","08123",2018,1,3,22829,23008,23669,12991,9673,0.13141180077971
"1620","08123",2018,2,5,22829,23008,23669,12991,9673,0.217315716272601
"1621","08123",2018,4,1,22829,23008,23669,12991,9673,0.0769763682549457
"1622","08123",2018,5,5,22829,23008,23669,12991,9673,0.516902718908301
"1623","09001",2018,5,3,51774,55583,65106,39527,26099,0.114946932832676
"1624","09003",2018,2,1,47757,48336,56621,34589,23640,0.0206885137371731
"1625","09003",2018,5,3,47757,48336,56621,34589,23640,0.126903553299492
"1626","09005",2018,4,1,7473,9487,9254,6793,3538,0.147210363609598
"1627","09005",2018,5,3,7473,9487,9254,6793,3538,0.847936687394008
"1628","09009",2018,5,1,43987,43761,53644,31920,26552,0.0376619463693884
"1629","09011",2018,5,1,12752,12786,16636,9559,6397,0.156323276535876
"1630","09013",2018,5,2,6271,6445,8346,5141,9529,0.209885612341274
"1631","09015",2018,4,1,4941,5999,7137,4663,4515,0.214454214025306
"1632","10001",2018,5,1,10932,10379,12757,6577,5851,0.170910955392241
"1633","10003",2018,1,1,32177,31169,35953,20954,15699,0.031078099263449
"1634","10003",2018,3,2,32177,31169,35953,20954,15699,0.0556281812366145
"1635","10003",2018,4,1,32177,31169,35953,20954,15699,0.0477235849957049
"1636","10003",2018,5,4,32177,31169,35953,20954,15699,0.254793298936238
"1637","10005",2018,2,2,11226,10280,13700,7046,3218,0.194552529182879
"1638","10005",2018,4,1,11226,10280,13700,7046,3218,0.141924496168039
"1639","10005",2018,5,1,11226,10280,13700,7046,3218,0.310752019888129
"1640","11001",2018,4,1,45490,32857,33386,15481,22087,0.0645953103804664
"1641","11001",2018,5,2,45490,32857,33386,15481,22087,0.0905510028523566
"1642","12001",2018,2,2,13669,15311,12223,7509,15156,0.130625040820325
"1643","12001",2018,3,1,13669,15311,12223,7509,15156,0.0818129755379203
"1644","12001",2018,4,1,13669,15311,12223,7509,15156,0.133173525103209
"1645","12005",2018,2,1,11383,11827,10256,6222,4787,0.0845522955948254
"1646","12005",2018,3,2,11383,11827,10256,6222,4787,0.195007800312012
"1647","12005",2018,4,1,11383,11827,10256,6222,4787,0.160720025715204
"1648","12005",2018,5,2,11383,11827,10256,6222,4787,0.417798203467725
"1649","12009",2018,3,1,27832,26799,35203,19793,13787,0.0284066698860893
"1650","12009",2018,4,2,27832,26799,35203,19793,13787,0.101045824281312
"1651","12009",2018,5,4,27832,26799,35203,19793,13787,0.29012838180895
"1652","12011",2018,2,1,112814,103428,125760,70224,41925,0.0096685617047608
"1653","12011",2018,3,2,112814,103428,125760,70224,41925,0.0159033078880407
"1654","12011",2018,4,6,112814,103428,125760,70224,41925,0.0854408749145591
"1655","12011",2018,5,7,112814,103428,125760,70224,41925,0.166964818127609
"1656","12017",2018,4,1,5753,5928,6220,4048,2437,0.24703557312253
"1657","12017",2018,5,2,5753,5928,6220,4048,2437,0.820681165367255
"1658","12019",2018,2,1,11561,14074,15912,8807,5576,0.0710530055421344
"1659","12019",2018,5,1,11561,14074,15912,8807,5576,0.179340028694405
"1660","12021",2018,1,1,16313,15539,21055,11624,8422,0.0613008030405198
"1661","12021",2018,2,1,16313,15539,21055,11624,8422,0.0643542055473325
"1662","12021",2018,3,1,16313,15539,21055,11624,8422,0.0474946568511043
"1663","12021",2018,4,2,16313,15539,21055,11624,8422,0.172057811424639
"1664","12021",2018,5,1,16313,15539,21055,11624,8422,0.118736642127761
"1665","12023",2018,4,1,4328,5326,3383,2276,2048,0.439367311072056
"1666","12031",2018,1,1,64460,60577,57397,32356,21474,0.0155134967421657
"1667","12031",2018,2,1,64460,60577,57397,32356,21474,0.0165079155455041
"1668","12031",2018,3,3,64460,60577,57397,32356,21474,0.052267540115337
"1669","12031",2018,4,4,64460,60577,57397,32356,21474,0.123624675485227
"1670","12031",2018,5,5,64460,60577,57397,32356,21474,0.232839713141473
"1671","12033",2018,1,1,18797,15378,21583,10025,11395,0.0531999787200085
"1672","12033",2018,4,1,18797,15378,21583,10025,11395,0.0997506234413965
"1673","12053",2018,4,5,8993,8849,10751,6560,3757,0.76219512195122
"1674","12053",2018,5,2,8993,8849,10751,6560,3757,0.532339632685654
"1675","12055",2018,3,1,4345,5675,4800,3576,2686,0.208333333333333
"1676","12055",2018,4,2,4345,5675,4800,3576,2686,0.559284116331096
"1677","12057",2018,1,5,88861,87049,94239,53679,36871,0.0562676539764351
"1678","12057",2018,3,2,88861,87049,94239,53679,36871,0.0212226360636255
"1679","12057",2018,4,3,88861,87049,94239,53679,36871,0.0558877773430951
"1680","12057",2018,5,5,88861,87049,94239,53679,36871,0.135607930351767
"1681","12061",2018,5,3,7894,7637,6219,3467,3367,0.891000891000891
"1682","12069",2018,1,1,16995,17791,21237,12087,7474,0.0588408355398647
"1683","12069",2018,2,1,16995,17791,21237,12087,7474,0.0562081951548536
"1684","12069",2018,3,1,16995,17791,21237,12087,7474,0.0470876300795781
"1685","12071",2018,1,2,34466,35489,39073,23646,15766,0.0580282017060291
"1686","12071",2018,4,2,34466,35489,39073,23646,15766,0.0845809016324114
"1687","12071",2018,5,6,34466,35489,39073,23646,15766,0.380565774451351
"1688","12073",2018,5,2,15195,14832,15447,8980,17041,0.117364004459832
"1689","12081",2018,4,4,18364,19681,22114,12298,7807,0.325256139209628
"1690","12083",2018,1,2,17346,18358,18735,11349,9155,0.115300357431108
"1691","12083",2018,4,3,17346,18358,18735,11349,9155,0.264340470526038
"1692","12083",2018,5,3,17346,18358,18735,11349,9155,0.327689787001638
"1693","12085",2018,3,2,6533,5257,9499,5213,3426,0.210548478787241
