"","GEOID","year","AGE_CATEGORY","fatality_count","AGE0_4","AGE5_9","AGE10_14","AGE15_17","AGE18_19","rate"
"127","06047",2017,3,2,21350,21753,23504,13907,9427,0.0850918992511913
"128","06047",2017,4,2,21350,21753,23504,13907,9427,0.143812468541023
"129","06047",2017,5,4,21350,21753,23504,13907,9427,0.424313143099608
"130","06053",2017,4,2,31362,32088,33153,18540,12763,0.107874865156419
"131","06053",2017,5,1,31362,32088,33153,18540,12763,0.0783514847606362
"132","06055",2017,5,1,7035,7400,9564,5485,3762,0.26581605528974
"133","06059",2017,1,3,187161,186337,207297,125204,81343,0.016028980396557
"134","06059",2017,2,2,187161,186337,207297,125204,81343,0.0107332413852321
"135","06059",2017,4,5,187161,186337,207297,125204,81343,0.039934826363375
"136","06059",2017,5,8,187161,186337,207297,125204,81343,0.0983489667211684
"137","06061",2017,4,1,20324,25470,24774,15681,8216,0.0637714431477584
"138","06061",2017,5,3,20324,25470,24774,15681,8216,0.365141187925998
"139","06065",2017,1,3,158849,165518,183414,108429,69667,0.0188858601565008
"140","06065",2017,2,1,158849,165518,183414,108429,69667,0.00604163897582136
"141","06065",2017,3,2,158849,165518,183414,108429,69667,0.010904293020162
"142","06065",2017,4,9,158849,165518,183414,108429,69667,0.0830036244916028
"143","06065",2017,5,9,158849,165518,183414,108429,69667,0.129185984756054
"144","06067",2017,1,2,99254,104808,99906,60343,34072,0.0201503213976263
"145","06067",2017,2,1,99254,104808,99906,60343,34072,0.00954125639264178
"146","06067",2017,3,4,99254,104808,99906,60343,34072,0.0400376353772546
"147","06067",2017,4,4,99254,104808,99906,60343,34072,0.0662877218567191
"148","06067",2017,5,5,99254,104808,99906,60343,34072,0.146748062925569
"149","06071",2017,1,8,154036,156269,163387,97978,60569,0.0519359110857202
"150","06071",2017,2,5,154036,156269,163387,97978,60569,0.0319961092731124
"151","06071",2017,3,7,154036,156269,163387,97978,60569,0.0428430658497922
"152","06071",2017,4,7,154036,156269,163387,97978,60569,0.071444610014493
"153","06071",2017,5,18,154036,156269,163387,97978,60569,0.297181726625832
"154","06073",2017,1,1,212131,192124,206379,117894,89735,0.00471406819371049
"155","06073",2017,2,1,212131,192124,206379,117894,89735,0.0052049717890529
"156","06073",2017,3,1,212131,192124,206379,117894,89735,0.00484545423710746
"157","06073",2017,4,4,212131,192124,206379,117894,89735,0.0339287834834682
"158","06073",2017,5,8,212131,192124,206379,117894,89735,0.089151390204491
"159","06077",2017,1,2,52675,58014,57827,34619,20182,0.03796867584243
"160","06077",2017,2,1,52675,58014,57827,34619,20182,0.0172372186024063
"161","06077",2017,4,8,52675,58014,57827,34619,20182,0.231086975360351
"162","06077",2017,5,6,52675,58014,57827,34619,20182,0.297294618967397
"163","06079",2017,4,1,13091,15170,13711,8818,14666,0.113404400090724
"164","06079",2017,5,1,13091,15170,13711,8818,14666,0.0681849174962498
"165","06081",2017,5,3,43131,47211,43816,26106,14399,0.20834780193069
"166","06083",2017,3,1,28062,28791,26997,15862,21169,0.0370411527206727
"167","06083",2017,4,1,28062,28791,26997,15862,21169,0.0630437523641407
"168","06083",2017,5,4,28062,28791,26997,15862,21169,0.188955548207284
"169","06085",2017,1,2,117712,114968,127011,70390,43887,0.0169906211771102
"170","06085",2017,2,1,117712,114968,127011,70390,43887,0.00869807250713242
"171","06085",2017,3,1,117712,114968,127011,70390,43887,0.00787333380573336
"172","06085",2017,4,1,117712,114968,127011,70390,43887,0.0142065634323057
"173","06085",2017,5,2,117712,114968,127011,70390,43887,0.0455715815617381
"174","06087",2017,5,1,13608,12556,18574,8688,13001,0.0769171602184447
"175","06089",2017,5,4,10389,9267,12056,6983,4719,0.847637211273575
"176","06095",2017,4,2,26770,27309,28217,16763,10232,0.119310385969099
"177","06097",2017,2,1,25341,30047,27149,17159,12890,0.0332811927979499
"178","06097",2017,5,1,25341,30047,27149,17159,12890,0.0775795190069821
"179","06099",2017,3,1,39266,42508,41062,25401,14770,0.0243534167843748
"180","06099",2017,4,2,39266,42508,41062,25401,14770,0.0787370575961576
"181","06099",2017,5,3,39266,42508,41062,25401,14770,0.2031144211239
"182","06101",2017,4,1,6471,6439,7940,4214,2017,0.237304224015187
"183","06101",2017,5,3,6471,6439,7940,4214,2017,1.4873574615766
"184","06107",2017,1,2,38472,40560,41739,22954,13180,0.0519858598461219
"185","06107",2017,2,1,38472,40560,41739,22954,13180,0.02465483234714
"186","06107",2017,3,1,38472,40560,41739,22954,13180,0.023958408203359
"187","06107",2017,4,2,38472,40560,41739,22954,13180,0.0871307833057419
"188","06107",2017,5,3,38472,40560,41739,22954,13180,0.227617602427921
"189","06111",2017,5,3,51395,52356,59951,34961,22466,0.133535119736491
"190","06113",2017,1,1,12282,12503,13597,7846,14709,0.0814199641752158
"191","06113",2017,3,1,12282,12503,13597,7846,14709,0.0735456350665588
"192","06113",2017,4,1,12282,12503,13597,7846,14709,0.12745347947999
"193","08001",2017,1,1,36138,39177,37982,22099,11720,0.0276717029165975
"194","08001",2017,2,1,36138,39177,37982,22099,11720,0.0255251805906527
"195","08001",2017,3,1,36138,39177,37982,22099,11720,0.0263282607550945
"196","08001",2017,4,5,36138,39177,37982,22099,11720,0.226254581655279
"197","08001",2017,5,1,36138,39177,37982,22099,11720,0.0853242320819113
"198","08005",2017,3,1,40483,39642,46895,26036,13532,0.0213242349930696
"199","08005",2017,4,2,40483,39642,46895,26036,13532,0.076816715317253
"200","08005",2017,5,2,40483,39642,46895,26036,13532,0.147797812592374
"201","08013",2017,5,3,14917,18062,18614,11343,14793,0.202798620969377
"202","08031",2017,3,1,43322,40564,36176,20142,14001,0.0276426360017691
"203","08031",2017,4,1,43322,40564,36176,20142,14001,0.0496475027306126
"204","08031",2017,5,2,43322,40564,36176,20142,14001,0.142846939504321
"205","08035",2017,5,2,19616,20951,31238,17219,7979,0.250657977190124
"206","08041",2017,2,5,47168,46246,48447,28145,19610,0.108117458807248
"207","08041",2017,3,1,47168,46246,48447,28145,19610,0.0206411129688113
"208","08041",2017,4,2,47168,46246,48447,28145,19610,0.07106057914372
"209","08041",2017,5,4,47168,46246,48447,28145,19610,0.203977562468129
"210","08059",2017,1,1,29290,30653,34211,20814,12401,0.0341413451689997
"211","08059",2017,3,1,29290,30653,34211,20814,12401,0.0292303645026453
"212","08059",2017,4,1,29290,30653,34211,20814,12401,0.0480445853752282
"213","08059",2017,5,1,29290,30653,34211,20814,12401,0.080638658172728
"214","08069",2017,4,2,18138,18910,20100,11278,13036,0.177336407164391
"215","08069",2017,5,1,18138,18910,20100,11278,13036,0.0767106474378644
"216","08101",2017,4,1,9890,9794,11565,6650,4382,0.150375939849624
"217","08101",2017,5,2,9890,9794,11565,6650,4382,0.456412596987677
"218","08123",2017,4,3,22235,25810,19947,12538,9022,0.239272611261764
"219","08123",2017,5,5,22235,25810,19947,12538,9022,0.55420084238528
"220","09001",2017,2,1,52182,58100,64218,40249,25894,0.0172117039586919
"221","09001",2017,4,1,52182,58100,64218,40249,25894,0.024845337772367
"222","09001",2017,5,2,52182,58100,64218,40249,25894,0.0772379701861435
"223","09003",2017,4,2,47120,48667,57585,35132,23428,0.0569281566662871
"224","09003",2017,5,4,47120,48667,57585,35132,23428,0.170735871606625
"225","09005",2017,4,1,7236,8710,10148,6993,3251,0.143000143000143
"226","09009",2017,1,1,44719,47480,50029,32614,25939,0.0223618596122454
"227","09009",2017,5,1,44719,47480,50029,32614,25939,0.0385519873549481
"228","09011",2017,4,1,12832,12904,17273,9650,7457,0.103626943005181
"229","09011",2017,5,1,12832,12904,17273,9650,7457,0.13410218586563
"230","10003",2017,4,3,32497,34327,33282,21179,16437,0.141649747391284
"231","10003",2017,5,1,32497,34327,33282,21179,16437,0.0608383524974144
"232","10005",2017,1,1,11382,10958,12935,6960,3516,0.0878580214373572
"233","10005",2017,2,1,11382,10958,12935,6960,3516,0.0912575287461215
"234","10005",2017,3,1,11382,10958,12935,6960,3516,0.0773096250483185
"235","11001",2017,2,1,45065,36908,26838,15787,20466,0.0270943968787255
"236","11001",2017,4,1,45065,36908,26838,15787,20466,0.0633432571102806
"237","12001",2017,2,1,14119,13414,12994,7520,16344,0.0745489786789921
"238","12001",2017,3,2,14119,13414,12994,7520,16344,0.153917192550408
"239","12001",2017,4,2,14119,13414,12994,7520,16344,0.265957446808511
"240","12001",2017,5,1,14119,13414,12994,7520,16344,0.0611845325501713
"241","12005",2017,3,1,11340,9496,12417,6617,3743,0.0805347507449464
"242","12009",2017,3,2,27737,27067,33968,20019,12615,0.0588789448893076
"243","12009",2017,4,1,27737,27067,33968,20019,12615,0.0499525450821719
"244","12009",2017,5,1,27737,27067,33968,20019,12615,0.0792707094728498
"245","12011",2017,1,2,112601,108003,118634,72561,41647,0.0177618316000746
"246","12011",2017,2,1,112601,108003,118634,72561,41647,0.00925900206475746
"247","12011",2017,3,2,112601,108003,118634,72561,41647,0.0168585734275166
"248","12011",2017,4,5,112601,108003,118634,72561,41647,0.0689075398630118
"249","12011",2017,5,12,112601,108003,118634,72561,41647,0.288136000192091
"250","12015",2017,3,1,5827,6448,6186,4187,2073,0.161655350792111
"251","12015",2017,5,1,5827,6448,6186,4187,2073,0.482392667631452
"252","12017",2017,5,3,4883,4762,7085,4512,2456,1.2214983713355
"253","12021",2017,3,1,16854,17996,18957,10916,6030,0.0527509627050694
"254","12021",2017,5,2,16854,17996,18957,10916,6030,0.33167495854063
"255","12023",2017,1,1,3298,4028,4630,3262,2961,0.303214069132808
"256","12031",2017,1,1,63064,61765,53648,32565,21890,0.0158569072688063
"257","12031",2017,2,5,63064,61765,53648,32565,21890,0.0809519954666882
"258","12031",2017,3,2,63064,61765,53648,32565,21890,0.0372800477184611
"259","12031",2017,4,2,63064,61765,53648,32565,21890,0.0614156302779057
"260","12031",2017,5,5,63064,61765,53648,32565,21890,0.228414801279123
"261","12033",2017,3,1,19017,19732,16411,10555,11612,0.0609347388946438
"262","12033",2017,4,1,19017,19732,16411,10555,11612,0.0947418285172904
"263","12033",2017,5,2,19017,19732,16411,10555,11612,0.17223561832587
"264","12035",2017,3,1,3579,5391,6158,3913,3135,0.16239038648912
"265","12035",2017,4,2,3579,5391,6158,3913,3135,0.511116790186558
"266","12035",2017,5,1,3579,5391,6158,3913,3135,0.318979266347687
"267","12057",2017,1,2,89013,87092,91303,54138,35354,0.0224686281779066
"268","12057",2017,3,3,89013,87092,91303,54138,35354,0.0328576278983166
"269","12057",2017,4,4,89013,87092,91303,54138,35354,0.0738852561971259
"270","12057",2017,5,8,89013,87092,91303,54138,35354,0.226282740283985
"271","12061",2017,1,2,6753,6457,6672,5645,3940,0.296164667555161
"272","12061",2017,4,1,6753,6457,6672,5645,3940,0.177147918511958
"273","12069",2017,4,1,15975,18712,19680,12659,7940,0.0789951812939411
"274","12069",2017,5,2,15975,18712,19680,12659,7940,0.251889168765743
"275","12071",2017,1,1,34435,33804,40423,23205,14502,0.0290402207056774
"276","12071",2017,4,1,34435,33804,40423,23205,14502,0.0430941607412196
"277","12071",2017,5,9,34435,33804,40423,23205,14502,0.620604054613157
"278","12073",2017,5,3,14840,14147,16456,8938,16109,0.186231299273698
"279","12081",2017,4,2,18390,17750,22563,12952,7082,0.154416306361952
"280","12081",2017,5,1,18390,17750,22563,12952,7082,0.14120304998588
"281","12083",2017,3,2,18088,16174,20920,11663,7042,0.0956022944550669
"282","12083",2017,4,5,18088,16174,20920,11663,7042,0.42870616479465
"283","12083",2017,5,1,18088,16174,20920,11663,7042,0.142005112184039
"284","12085",2017,5,1,6551,7289,8296,4320,3494,0.286204922724671
"285","12086",2017,1,1,158575,151053,153494,94116,62996,0.00630616427557938
"286","12086",2017,3,3,158575,151053,153494,94116,62996,0.0195447379050647
"287","12086",2017,4,6,158575,151053,153494,94116,62996,0.0637511156445238
"288","12086",2017,5,13,158575,151053,153494,94116,62996,0.206362308718014
"289","12089",2017,3,1,4117,4496,4671,2895,2069,0.214086919289231
"290","12089",2017,4,1,4117,4496,4671,2895,2069,0.345423143350604
"291","12089",2017,5,1,4117,4496,4671,2895,2069,0.483325277912035
"292","12091",2017,1,1,13465,13658,11129,6787,3835,0.0742666171555886
"293","12091",2017,2,1,13465,13658,11129,6787,3835,0.0732171621027969
"294","12091",2017,5,2,13465,13658,11129,6787,3835,0.521512385919166
"295","12095",2017,1,4,83455,78427,88382,51640,37537,0.0479300221676352
"296","12095",2017,2,1,83455,78427,88382,51640,37537,0.01275071085213
"297","12095",2017,3,2,83455,78427,88382,51640,37537,0.0226290421126474
"298","12095",2017,4,4,83455,78427,88382,51640,37537,0.0774593338497289
"299","12095",2017,5,7,83455,78427,88382,51640,37537,0.186482670431841
"300","12097",2017,4,4,23047,23003,25192,16130,11045,0.247985120892746
"301","12097",2017,5,3,23047,23003,25192,16130,11045,0.271616115889543
"302","12099",2017,2,3,75658,79638,77506,50349,31391,0.0376704588261885
"303","12099",2017,3,2,75658,79638,77506,50349,31391,0.0258044538487343
"304","12099",2017,4,4,75658,79638,77506,50349,31391,0.0794454706151066
"305","12099",2017,5,6,75658,79638,77506,50349,31391,0.191137587206524
"306","12101",2017,2,1,27694,27330,32772,19140,11586,0.0365898280278083
"307","12101",2017,4,3,27694,27330,32772,19140,11586,0.156739811912226
"308","12101",2017,5,3,27694,27330,32772,19140,11586,0.258933195235629
"309","12103",2017,3,1,43141,44882,43284,28580,16500,0.0231032252102393
"310","12103",2017,4,3,43141,44882,43284,28580,16500,0.104968509447166
"311","12103",2017,5,6,43141,44882,43284,28580,16500,0.363636363636364
"312","12105",2017,2,1,40132,41236,45057,26807,16195,0.0242506547676787
"313","12105",2017,3,2,40132,41236,45057,26807,16195,0.0443882193665801
"314","12105",2017,4,1,40132,41236,45057,26807,16195,0.0373036893348752
"315","12105",2017,5,4,40132,41236,45057,26807,16195,0.246989811670269
"316","12107",2017,1,1,4034,3644,5119,2996,1605,0.247892910262766
"317","12109",2017,1,1,13057,16592,13944,10169,5394,0.0765872711955273
"318","12109",2017,4,2,13057,16592,13944,10169,5394,0.19667617268168
"319","12109",2017,5,1,13057,16592,13944,10169,5394,0.185391175380052
"320","12111",2017,1,1,16262,17159,18191,11438,8927,0.0614930512852048
"321","12111",2017,2,1,16262,17159,18191,11438,8927,0.0582784544553878
"322","12111",2017,3,3,16262,17159,18191,11438,8927,0.164916717057886
"323","12111",2017,4,2,16262,17159,18191,11438,8927,0.174855744011191
"324","12111",2017,5,1,16262,17159,18191,11438,8927,0.112019715469923
"325","12115",2017,4,1,14755,17142,16899,11289,7140,0.088581805297192
"326","12117",2017,4,2,24548,27314,28317,17654,9600,0.113288773082588
"327","12117",2017,5,1,24548,27314,28317,17654,9600,0.104166666666667
"328","12127",2017,2,1,25364,26896,26859,16852,12483,0.037180249851279
"329","12127",2017,3,2,25364,26896,26859,16852,12483,0.0744629360735694
"330","12127",2017,4,2,25364,26896,26859,16852,12483,0.118680275338239
"331","12127",2017,5,6,25364,26896,26859,16852,12483,0.480653689017063
"332","13013",2017,2,1,5501,6379,5814,3213,1813,0.156764383132152
"333","13015",2017,4,1,6964,6834,6797,4961,2502,0.201572263656521
"334","13015",2017,5,1,6964,6834,6797,4961,2502,0.399680255795364
"335","13021",2017,4,1,10507,10633,10014,6536,4392,0.152998776009792
"336","13031",2017,5,1,4172,3899,4950,2314,7629,0.131078778345786
"337","13045",2017,4,1,7178,6195,9958,4854,2442,0.206015657189946
"338","13045",2017,5,1,7178,6195,9958,4854,2442,0.40950040950041
"339","13047",2017,5,1,3336,3670,5160,3096,2759,0.362450163102573
"340","13051",2017,1,1,19077,16504,17509,9675,8396,0.0524191434711957
"341","13051",2017,4,1,19077,16504,17509,9675,8396,0.103359173126615
"342","13057",2017,1,1,13318,15185,21466,11670,6369,0.0750863493016969
"343","13057",2017,4,3,13318,15185,21466,11670,6369,0.25706940874036
"344","13059",2017,5,1,6519,5647,6059,3731,12198,0.0819806525659944
"345","13063",2017,2,1,21471,20266,24913,13211,7700,0.0493437284121188
"346","13063",2017,5,2,21471,20266,24913,13211,7700,0.25974025974026
"347","13067",2017,1,1,47337,50073,51708,31980,19259,0.0211251241101041
"348","13067",2017,5,2,47337,50073,51708,31980,19259,0.103847551793966
"349","13073",2017,1,1,9067,10517,11551,7700,4525,0.110290062865336
"350","13073",2017,5,1,9067,10517,11551,7700,4525,0.220994475138122
"351","13077",2017,5,1,8938,10214,9678,6627,4203,0.237925291458482
"352","13089",2017,1,2,52856,49392,46245,26712,17146,0.0378386559709399
"353","13089",2017,4,1,52856,49392,46245,26712,17146,0.0374363581910752
"354","13089",2017,5,5,52856,49392,46245,26712,17146,0.291613204245888
"355","13095",2017,1,1,5991,6177,6013,3609,3757,0.166917042230012
"356","13095",2017,4,1,5991,6177,6013,3609,3757,0.27708506511499
"357","13097",2017,3,1,9354,10863,10689,6653,3192,0.0935541210590326
"358","13097",2017,4,1,9354,10863,10689,6653,3192,0.150308131669923
"359","13097",2017,5,2,9354,10863,10689,6653,3192,0.6265664160401
"360","13113",2017,5,1,4372,7053,9170,5712,2821,0.354484225451967
"361","13117",2017,2,1,13902,18483,19827,11415,5105,0.054103771032841
"362","13117",2017,5,1,13902,18483,19827,11415,5105,0.19588638589618
"363","13121",2017,2,1,62653,65384,64030,40011,30113,0.0152942615930503
"364","13121",2017,3,2,62653,65384,64030,40011,30113,0.0312353584257379
"365","13121",2017,4,6,62653,65384,64030,40011,30113,0.149958761340631
"366","13121",2017,5,5,62653,65384,64030,40011,30113,0.16604124464517
"367","13127",2017,4,1,5096,4522,5819,3559,2255,0.280977802753582
"368","13127",2017,5,1,5096,4522,5819,3559,2255,0.443458980044346
"369","13135",2017,1,1,61073,68921,74457,45664,23336,0.0163738476904688
"370","13135",2017,2,1,61073,68921,74457,45664,23336,0.0145093657956211
"371","13135",2017,4,7,61073,68921,74457,45664,23336,0.153293622985284
"372","13135",2017,5,5,61073,68921,74457,45664,23336,0.21426122728831
"373","13139",2017,1,3,12652,13387,15988,8981,5219,0.237116661397407
"374","13139",2017,4,1,12652,13387,15988,8981,5219,0.11134617525888
"375","13139",2017,5,1,12652,13387,15988,8981,5219,0.191607587660471
"376","13151",2017,1,1,13612,14655,19782,10961,7903,0.0734645900675874
"377","13151",2017,4,1,13612,14655,19782,10961,7903,0.0912325517744731
"378","13151",2017,5,3,13612,14655,19782,10961,7903,0.379602682525623
"379","13153",2017,1,1,10319,10448,11571,7178,3986,0.0969086151758891
"380","13157",2017,4,2,5104,3819,5202,2536,1154,0.788643533123028
"381","13157",2017,5,3,5104,3819,5202,2536,1154,2.59965337954939
