"","CBSA.Code","YEAR","AGE_CATEGORY","fatality_count","rate"
"4961",16860,2020,4,2,0.018653062366514
"4962",16860,2020,6,81,0.244678987210237
"4963",16860,2021,1,1,0.0170372263395519
"4964",16860,2021,2,2,0.0170065134946685
"4965",16860,2021,6,90,0.248258055973916
"4966",16860,2021,7,1,0.0170363555828137
"4967",16860,2022,6,82,0.207997240231739
"4968",16860,2010,1,2,0.379003221527383
"4969",16860,2015,4,1,0.03643252696007
"4970",16860,2018,3,4,0.044520624179151
"4971",16860,2019,4,1,0.0206440957886045
"4972",16860,2011,4,4,0.244110826315147
"4973",16860,2017,2,1,0.0261151154288102
"4974",16860,2017,3,1,0.0261144334473664
"4975",16860,2018,5,2,0.0459126282684052
"4976",16860,2020,3,1,0.0186136549772913
"4977",16860,2020,5,3,0.0271625952954385
"4978",16860,2021,5,5,0.0273241961221501
"4979",16860,2010,5,3,0.340831629175187
"4980",16860,2011,1,1,0.102051229717318
"4981",16860,2011,3,1,0.102040816326531
"4982",16860,2012,4,1,0.0661200740544829
"4983",16860,2013,2,1,0.0490532718532326
"4984",16860,2013,5,1,0.0490484598783598
"4985",16860,2014,5,1,0.0392726701488434
"4986",16860,2015,1,1,0.032547845332639
"4987",16860,2015,2,2,0.065093572009764
"4988",16860,2015,3,1,0.0325457267460782
"4989",16860,2016,2,5,0.138461964498352
"4990",16860,2016,3,2,0.0553832521045636
"4991",16860,2016,4,1,0.0276908592473624
"4992",16860,2016,7,1,0.0276893257649176
"4993",16860,2018,4,2,0.0215079202916474
"4994",16860,2019,2,1,0.019410691408828
"4995",16860,2019,3,1,0.0194103146412003
"4996",16860,2019,5,2,0.0388198757763975
"4997",16860,2020,1,1,0.0176307762830797
"4998",16860,2022,4,2,0.0148627057555828
"4999",16860,2022,5,3,0.0222890894906943
"5000",16860,2010,4,2,0.225352112676056
"5001",16860,2016,5,1,0.0276548672566372
"5002",16860,2018,1,2,0.0430079779799153
"5003",16860,2014,2,1,0.0391619345995692
"5004",16860,2015,5,1,0.0324664783610922
"5005",16860,2021,4,1,0.0161038375444869
"5006",16940,2010,6,12,2.18778486782133
"5007",16940,2011,4,1,0.091734703238235
"5008",16940,2011,5,2,0.183452577508714
"5009",16940,2011,6,12,1.10061450976795
"5010",16940,2012,6,9,0.55367579206398
"5011",16940,2013,4,1,0.046633090841261
"5012",16940,2013,5,1,0.0466309162975052
"5013",16940,2013,6,8,0.373029935652336
"5014",16940,2014,2,1,0.0376718779431155
"5015",16940,2014,5,2,0.075340917652377
"5016",16940,2014,6,18,0.678042716691152
"5017",16940,2015,2,2,0.0628160432174377
"5018",16940,2015,6,11,0.345477386934673
"5019",16940,2016,2,1,0.0268766629935227
"5020",16940,2016,4,1,0.026875940657923
"5021",16940,2016,6,13,0.349377838694939
"5022",16940,2017,1,1,0.0235421522235563
"5023",16940,2017,6,10,0.235415980036725
"5024",16940,2018,5,2,0.0420539131166155
"5025",16940,2018,6,11,0.231291658781724
"5026",16940,2019,6,15,0.285143997718848
"5027",16940,2020,4,2,0.0346110582331055
"5028",16940,2020,6,10,0.173052296403973
"5029",16940,2021,3,1,0.0158335576420666
"5030",16940,2021,4,1,0.0158333069444884
"5031",16940,2021,5,1,0.0158330562548489
"5032",16940,2021,6,12,0.189993666877771
"5033",16940,2022,4,2,0.0292483182217023
"5034",16940,2022,5,1,0.014623945247949
"5035",16940,2022,6,17,0.248603433652131
"5036",16980,2010,1,5,1.32345156167284
"5037",16980,2010,2,5,1.2569130216189
"5038",16980,2010,3,6,2.35571260306243
"5039",16980,2010,4,22,3.30479194832507
"5040",16980,2010,5,23,1.96346252347618
"5041",16980,2010,6,451,26.4407574602802
"5042",16980,2011,1,7,1.04337457147116
"5043",16980,2011,2,4,0.296581893675391
"5044",16980,2011,3,5,0.371029979222321
"5045",16980,2011,4,19,0.347616085476966
"5046",16980,2011,5,21,0.440270032286469
"5047",16980,2011,6,394,4.44855929906964
"5048",16980,2012,1,6,0.123248839406762
"5049",16980,2012,2,6,0.165148220527924
"5050",16980,2012,3,8,0.220306777187233
"5051",16980,2012,4,19,0.22353204155343
"5052",16980,2012,5,23,0.236260914227016
"5053",16980,2012,6,434,2.74334549086289
"5054",16980,2013,1,7,0.133115277830601
"5055",16980,2013,2,6,0.113986093696569
"5056",16980,2013,3,9,0.128122998078155
"5057",16980,2013,4,14,0.113643743100201
"5058",16980,2013,5,22,0.13933486601686
"5059",16980,2013,6,456,1.9969432754249
"5060",16980,2014,1,4,0.0440649958689066
"5061",16980,2014,3,8,0.0703253426162786
"5062",16980,2014,4,14,0.102883682647932
"5063",16980,2014,5,15,0.110061047194177
"5064",16980,2014,6,450,1.52517556465389
"5065",16980,2015,1,7,0.0627358194642361
"5066",16980,2015,2,6,0.108063325108514
"5067",16980,2015,3,8,0.0719482691944492
"5068",16980,2015,4,10,0.0897859502944979
"5069",16980,2015,5,29,0.115758758746772
"5070",16980,2015,6,468,1.2928569652669
"5071",16980,2015,7,1,0.0360438292964245
"5072",16980,2016,1,6,0.0905510028523566
"5073",16980,2016,2,4,0.0402491421901571
"5074",16980,2016,3,4,0.0601938241136459
"5075",16980,2016,4,17,0.102341205579402
"5076",16980,2016,5,14,0.0844344999366741
"5077",16980,2016,6,517,1.19749938040409
"5078",16980,2017,2,7,0.0453661697990927
"5079",16980,2017,3,4,0.0346245401428262
"5080",16980,2017,4,16,0.0593262759784201
"5081",16980,2017,5,26,0.0843783264532544
"5082",16980,2017,6,554,1.10627642133556
"5083",16980,2017,7,2,0.0520670623763407
"5084",16980,2018,1,5,0.0571859917194684
"5085",16980,2018,2,6,0.0685494927337538
"5086",16980,2018,3,4,0.0456986176168171
"5087",16980,2018,4,14,0.045705778842795
"5088",16980,2018,5,16,0.0522408039859733
"5089",16980,2018,6,525,0.922974685880949
"5090",16980,2018,7,1,0.0228990153423403
"5091",16980,2019,1,5,0.0512941514408527
"5092",16980,2019,2,3,0.0204940430648158
"5093",16980,2019,3,7,0.0478675027523814
"5094",16980,2019,4,16,0.0546776751052545
"5095",16980,2019,5,14,0.0477986991925434
"5096",16980,2019,6,523,0.824252892765172
"5097",16980,2019,7,3,0.0615776185882305
"5098",16980,2020,1,4,0.0371033420835382
"5099",16980,2020,2,7,0.0324416513727453
"5100",16980,2020,3,8,0.0741420376085486
"5101",16980,2020,4,27,0.0715042372881356
"5102",16980,2020,5,21,0.0486991528666409
"5103",16980,2020,6,615,0.877005347593583
"5104",16980,2020,7,14,0.129946072379962
"5105",16980,2021,1,10,0.0422985005181566
"5106",16980,2021,2,12,0.0338370351989759
"5107",16980,2021,3,7,0.029605068387708
"5108",16980,2021,4,21,0.0710354602252162
"5109",16980,2021,5,34,0.0718781116351636
"5110",16980,2021,6,709,0.92221404210707
"5111",16980,2021,7,23,0.0972310293806806
"5112",16980,2022,1,11,0.0284510473865127
"5113",16980,2022,2,7,0.0271630520405273
"5114",16980,2022,3,13,0.0403506158124752
"5115",16980,2022,4,20,0.0517385444395293
"5116",16980,2022,5,27,0.0465659347766474
"5117",16980,2022,6,669,0.798540902243792
"5118",16980,2022,7,8,0.0413941551452935
"5119",16980,2017,1,6,0.0389866081001176
"5120",16980,2014,2,3,0.0440121473526693
"5121",16980,2016,7,1,0.0300075018754689
"5122",16980,2014,7,1,0.0437905062182519
"5123",17020,2010,2,1,2.9673590504451
"5124",17020,2010,5,3,8.87573964497041
"5125",17020,2010,6,42,123.893805309735
"5126",17020,2011,5,2,0.341705108491372
"5127",17020,2011,6,17,2.9039972668261
"5128",17020,2012,4,2,0.177446544228551
"5129",17020,2012,6,21,1.86302342086586
"5130",17020,2013,3,1,0.0601539942252166
"5131",17020,2013,5,1,0.0601503759398496
"5132",17020,2013,6,19,1.14278840370504
"5133",17020,2014,5,2,0.091734703238235
"5134",17020,2014,6,22,1.00903545383663
"5135",17020,2015,3,1,0.0371871629913354
"5136",17020,2015,4,1,0.0371857801576677
"5137",17020,2015,5,2,0.0743687948536794
"5138",17020,2015,6,29,1.07830742916636
"5139",17020,2016,6,36,1.11717974180735
"5140",17020,2017,2,1,0.0266205244243312
"5141",17020,2017,4,1,0.0266198157908747
"5142",17020,2017,5,1,0.0266191071951447
"5143",17020,2017,6,37,0.984880749574106
"5144",17020,2018,5,1,0.023344305156757
"5145",17020,2018,6,35,0.817031607451328
"5146",17020,2019,4,1,0.0208755192785421
"5147",17020,2019,5,1,0.020875083500334
"5148",17020,2019,6,32,0.66798872769022
"5149",17020,2020,1,3,0.0566379700951518
"5150",17020,2020,5,4,0.0755158677717155
"5151",17020,2020,6,40,0.755144421370587
"5152",17020,2021,1,1,0.0171977918035324
"5153",17020,2021,2,1,0.0171974960445759
"5154",17020,2021,4,1,0.0171972002957918
"5155",17020,2021,5,5,0.0859845227858985
"5156",17020,2021,6,47,0.808240614950732
"5157",17020,2022,2,1,0.015752993068683
"5158",17020,2022,6,31,0.488335092389849
"5159",17060,2010,5,1,0.268384326355341
"5160",17060,2010,6,12,3.2197477864234
"5161",17060,2011,3,2,0.218054949847362
"5162",17060,2011,4,1,0.10901558922926
"5163",17060,2011,6,12,1.3080444735121
"5164",17060,2012,5,1,0.0689893066574681
"5165",17060,2012,6,19,1.310706401766
"5166",17060,2013,5,1,0.0504566325243453
"5167",17060,2013,6,9,0.454086781029263
"5168",17060,2014,2,1,0.0402171727327569
"5169",17060,2014,5,1,0.0402155553768198
"5170",17060,2014,6,7,0.281497567056742
"5171",17060,2015,1,1,0.0332038383637148
"5172",17060,2015,5,1,0.0332027359054386
"5173",17060,2015,6,5,0.166008167601846
"5174",17060,2016,4,1,0.028162667567872
"5175",17060,2016,5,1,0.0281618744543637
"5176",17060,2016,6,18,0.506899464939454
"5177",17060,2017,6,7,0.171484566389025
"5178",17060,2018,1,1,0.02179361447096
"5179",17060,2018,3,1,0.0217931395196792
"5180",17060,2018,5,1,0.0217926645890993
"5181",17060,2018,6,17,0.370467224546722
"5182",17060,2019,1,1,0.019621693744604
"5183",17060,2019,6,13,0.25507701363681
"5184",17060,2020,5,1,0.0178135632470563
"5185",17060,2020,6,9,0.16031921336706
"5186",17060,2021,3,1,0.0162805463751364
"5187",17060,2021,6,12,0.195363375879135
"5188",17060,2022,6,8,0.119965210089074
"5189",17140,2010,1,2,0.402252614641995
"5190",17140,2010,3,2,0.620732464307883
"5191",17140,2010,6,146,4.34925079686616
"5192",17140,2011,6,131,1.18608925548
"5193",17140,2012,4,10,0.123754718148629
"5194",17140,2012,6,184,0.93116466432526
"5195",17140,2013,6,128,0.460262781281688
"5196",17140,2014,6,131,0.36947514786057
"5197",17140,2015,6,162,0.374530969318515
"5198",17140,2016,6,163,0.317718353400269
"5199",17140,2017,5,10,0.0418373281008782
"5200",17140,2017,6,162,0.273218514096051
"5201",17140,2018,6,164,0.244734478014189
"5202",17140,2019,4,4,0.0200518339908664
"5203",17140,2019,5,4,0.020017014462293
"5204",17140,2019,6,156,0.22379034861085
"5205",17140,2020,6,186,0.241858723298017
"5206",17140,2020,7,1,0.0185168039996297
"5207",17140,2021,6,156,0.185198375952703
"5208",17140,2022,6,192,0.244064280429858
"5209",17140,2016,5,6,0.0346454328658125
"5210",17140,2017,2,5,0.0643525490044661
"5211",17140,2018,4,7,0.0308246473880515
"5212",17140,2020,5,5,0.0181800332331007
"5213",17140,2016,4,9,0.0371196779661716
"5214",17140,2018,5,7,0.0310282312578402
"5215",17140,2010,5,5,0.55364854390433
"5216",17140,2012,5,12,0.125377438329973
"5217",17140,2014,5,13,0.0904071101714953
"5218",17140,2015,1,2,0.0706414241311105
"5219",17140,2015,5,12,0.0684693114840153
"5220",17140,2017,1,3,0.024908254595573
"5221",17140,2017,4,12,0.0430984944259281
"5222",17140,2020,4,6,0.0216576005544346
"5223",17140,2021,3,3,0.0164585573525862
"5224",17140,2021,4,5,0.0164904932306525
"5225",17140,2021,5,4,0.0219455859197121
"5226",17140,2022,5,9,0.0227098389115427
"5227",17140,2013,4,4,0.0517283743065165
"5228",17140,2016,2,1,0.0296912114014252
"5229",17140,2016,3,2,0.0289343479644686
"5230",17140,2018,1,5,0.0372425607984805
"5231",17140,2022,4,6,0.03029125037233
"5232",17140,2010,4,8,0.630467333911262
"5233",17140,2010,2,2,0.276548672566372
"5234",17140,2011,1,2,0.110259661502839
"5235",17140,2011,4,5,0.183843806302166
"5236",17140,2011,5,8,0.294117647058823
"5237",17140,2012,1,3,0.104213707576337
"5238",17140,2013,5,6,0.0759493670886076
"5239",17140,2014,3,1,0.0404040404040404
"5240",17140,2014,4,4,0.053735273176695
"5241",17140,2015,3,4,0.0443532738260243
"5242",17140,2015,4,3,0.049964192328831
"5243",17140,2016,1,1,0.0282581666101503
"5244",17140,2019,1,1,0.019669551534225
"5245",17140,2019,3,2,0.019667617268168
"5246",17140,2020,3,1,0.0178520422736361
"5247",17140,2021,1,1,0.0163134798283822
"5248",17140,2021,2,4,0.032613392689708
"5249",17140,2013,2,1,0.0507485409794468
"5250",17140,2014,1,3,0.060538795277974
"5251",17140,2017,3,1,0.0245682136451859
"5252",17140,2020,2,1,0.0178488558883376
"5253",17140,2022,1,3,0.0225274271425461
"5254",17140,2011,3,1,0.109962612711678
"5255",17140,2012,2,2,0.0691180536356096
"5256",17140,2013,1,1,0.0506482982171799
"5257",17140,2013,3,2,0.0505165315349448
"5258",17140,2014,2,1,0.0403274589668105
"5259",17140,2018,2,1,0.0218264361795006
"5260",17140,2022,2,1,0.0150132116262311
"5261",17140,2011,2,1,0.108695652173913
"5262",17140,2019,2,1,0.0196124578332157
"5263",17220,2010,6,14,0.880613913699836
"5264",17220,2013,6,19,0.297600400977382
"5265",17220,2014,6,12,0.151683688947315
"5266",17220,2016,6,7,0.0630057335217505
"5267",17220,2017,4,2,0.0236428976735389
"5268",17220,2017,6,14,0.110289194022326
"5269",17220,2018,5,1,0.0211081794195251
"5270",17220,2018,6,9,0.0949697679572003
"5271",17220,2020,5,1,0.0173577962541876
"5272",17220,2020,6,10,0.0578399106951779
"5273",17220,2021,1,1,0.0158813346673654
"5274",17220,2021,4,2,0.0158798215108062
"5275",17220,2021,6,11,0.0873376314034363
"5276",17220,2022,6,12,0.0586435741303647
"5277",17220,2010,4,1,0.189071658158442
"5278",17220,2010,5,3,0.282459278787308
"5279",17220,2011,6,18,0.839317355217756
"5280",17220,2012,6,9,0.279850746268657
"5281",17220,2013,2,2,0.0940335699844844
"5282",17220,2013,4,2,0.0940291490362012
"5283",17220,2013,5,2,0.0940247285035964
"5284",17220,2014,1,1,0.0379362670713202
"5285",17220,2015,6,6,0.189435797051116
"5286",17220,2016,1,1,0.0270116960643959
"5287",17220,2016,4,2,0.0540219329047593
"5288",17220,2016,5,2,0.0540204737595549
"5289",17220,2017,3,1,0.0236395442295873
"5290",17220,2018,1,1,0.0211023887904111
"5291",17220,2018,3,1,0.0211019434889953
"5292",17220,2018,4,1,0.0211014982063727
"5293",17220,2019,6,3,0.0285986653956149
"5294",17260,2010,6,4,1.56924284032954
"5295",17260,2011,5,1,0.125407574617507
"5296",17260,2011,6,5,0.626959247648903
"5297",17260,2012,6,5,0.374531835205993
"5298",17260,2013,5,1,0.053516001284384
"5299",17260,2013,6,6,0.321078824851501
"5300",17260,2014,2,1,0.042068066131
"5301",17260,2014,6,8,0.336530371866061
"5302",17260,2015,1,3,0.103466114847387
"5303",17260,2015,5,1,0.034487515519382
"5304",17260,2015,6,4,0.137945304686692
"5305",17260,2016,6,5,0.145522279460985
"5306",17260,2017,6,7,0.176402399072627
"5307",17260,2018,6,4,0.0892299455697332
"5308",17260,2019,6,2,0.0401010546577375
"5309",17260,2020,1,1,0.0181702552920869
"5310",17260,2020,6,11,0.199869176538993
"5311",17260,2021,4,1,0.0165898005905969
"5312",17260,2021,6,4,0.0663581014947162
"5313",17260,2022,6,5,0.076285797110294
"5314",17300,2010,3,2,0.318116748846827
"5315",17300,2010,6,44,3.46565847511027
"5316",17300,2011,1,1,0.137098985467508
"5317",17300,2011,5,4,0.147923523538331
"5318",17300,2011,6,28,0.812441968430826
"5319",17300,2012,6,42,0.75205472093398
"5320",17300,2013,2,1,0.0554508151269824
"5321",17300,2013,3,1,0.0554477405045744
"5322",17300,2013,4,1,0.0554446662231093
"5323",17300,2013,6,35,0.453985342758934
"5324",17300,2014,3,2,0.0410947645269993
"5325",17300,2014,6,35,0.358981722702004
"5326",17300,2015,5,3,0.0507459656957272
"5327",17300,2015,6,40,0.337852105240931
"5328",17300,2016,5,4,0.0377159236629705
"5329",17300,2016,6,44,0.314582320473589
"5330",17300,2017,6,46,0.384493221217339
"5331",17300,2018,4,3,0.0678748387972578
"5332",17300,2018,5,3,0.0330724286186749
"5333",17300,2018,6,48,0.26435211701987
"5334",17300,2019,3,1,0.0203033317767446
"5335",17300,2019,6,48,0.237854551941488
"5336",17300,2020,2,1,0.0183779611489901
"5337",17300,2020,6,41,0.184249788786827
"5338",17300,2021,6,48,0.197054851038849
"5339",17300,2022,5,5,0.0253457155602417
"5340",17300,2022,6,40,0.151161296661603
"5341",17300,2010,5,3,0.468384074941452
"5342",17300,2012,4,2,0.0715000715000715
"5343",17300,2012,5,3,0.107104605498036
"5344",17300,2015,3,1,0.035135799866484
"5345",17300,2020,5,2,0.017969613383768
"5346",17300,2021,4,1,0.0167324810922964
"5347",17300,2011,4,1,0.10148163182464
"5348",17300,2013,5,1,0.0489308606938396
"5349",17300,2014,4,2,0.0783944810285356
"5350",17300,2014,5,1,0.0391957041508251
"5351",17300,2016,1,1,0.0276487502764875
"5352",17300,2017,5,2,0.0241143987074682
"5353",17300,2019,4,1,0.0193911188675587
"5354",17300,2019,5,1,0.0193907428593589
"5355",17300,2021,2,1,0.0161108425970678
"5356",17300,2021,5,2,0.0322211660840006
"5357",17300,2022,3,1,0.0148566334868519
"5358",17300,2022,4,2,0.0297128255411448
"5359",17340,2010,6,16,43.010752688172
"5360",17340,2011,1,1,0.170010200612037
"5361",17340,2011,6,14,2.37973822879483
"5362",17340,2012,5,1,0.0884173297966401
"5363",17340,2012,6,16,1.41455220581735
"5364",17340,2013,2,2,0.120019203072492
"5365",17340,2013,6,20,1.2001200120012
"5366",17340,2014,6,7,0.3204981456893
"5367",17340,2015,5,1,0.0371305510173771
"5368",17340,2015,6,16,0.594066758251959
"5369",17340,2016,6,15,0.464885638133019
"5370",17340,2017,3,1,0.0265907942670248
"5371",17340,2017,6,16,0.425441395447777
"5372",17340,2018,5,1,0.0233236151603499
"5373",17340,2018,6,10,0.233230711820132
"5374",17340,2019,5,1,0.0208598427167859
"5375",17340,2019,6,13,0.271172298706717
"5376",17340,2020,2,1,0.0188661447033299
"5377",17340,2020,6,17,0.32071840923669
"5378",17340,2021,3,1,0.017186264737222
"5379",17340,2021,6,20,0.343719387492051
"5380",17340,2022,6,18,0.283375314861461
"5381",17380,2010,1,1,0.393855848759354
"5382",17380,2010,6,4,1.5748031496063
"5383",17380,2011,3,2,0.251256281407035
"5384",17380,2011,5,1,0.125612360256249
"5385",17380,2011,6,11,1.38156242150214
"5386",17380,2012,6,8,0.599700149925037
"5387",17380,2013,4,1,0.0535446562433069
"5388",17380,2013,6,8,0.428334314932805
"5389",17380,2014,6,5,0.210428854004461
"5390",17380,2015,2,1,0.03450298450816
"5391",17380,2015,6,12,0.414021529119514
"5392",17380,2016,4,1,0.0291129290517919
"5393",17380,2016,5,1,0.0291120815138282
"5394",17380,2016,6,6,0.174667404151262
"5395",17380,2017,6,4,0.100829321166595
"5396",17380,2018,1,3,0.0669418721410242
"5397",17380,2018,2,1,0.0223134594787576
"5398",17380,2018,6,4,0.0892518463975724
"5399",17380,2019,1,1,0.0200553527736553
"5400",17380,2019,6,5,0.100274752822734
"5401",17380,2020,2,1,0.0181752090149037
"5402",17380,2020,4,1,0.0181748786826848
"5403",17380,2020,6,7,0.127221838537312
"5404",17380,2021,6,9,0.149332979358864
"5405",17380,2022,6,4,0.0610379503456274
"5406",17410,2010,4,3,0.275633958103638
"5407",17410,2010,6,127,5.80996385927993
"5408",17410,2011,6,128,2.34513841813085
"5409",17410,2012,6,112,1.29454326895292
"5410",17410,2013,5,6,0.0760282825210978
"5411",17410,2013,6,104,0.877814916101151
"5412",17410,2014,5,4,0.0403290853363446
"5413",17410,2014,6,96,0.645226333299728
"5414",17410,2015,4,4,0.044404973357016
"5415",17410,2015,6,144,0.798792935120263
"5416",17410,2016,6,157,0.738347512427282
"5417",17410,2017,4,12,0.0736616597199629
"5418",17410,2017,5,9,0.0441876107758854
"5419",17410,2017,6,152,0.621758266930641
"5420",17410,2018,1,4,0.0218344186858955
"5421",17410,2018,2,3,0.0218412143715191
"5422",17410,2018,5,7,0.0509442887813398
"5423",17410,2018,6,116,0.421967021094713
"5424",17410,2019,4,3,0.0196575652139726
"5425",17410,2019,6,141,0.461778798130615
"5426",17410,2020,4,2,0.0178410540494732
"5427",17410,2020,6,173,0.514280957930034
"5428",17410,2021,4,6,0.0326086956521739
"5429",17410,2021,6,213,0.57864239085256
"5430",17410,2022,6,142,0.355299339693692
"5431",17410,2010,1,3,0.411861614497529
"5432",17410,2010,5,7,0.478272752118065
"5433",17410,2011,2,1,0.110302228105008
"5434",17410,2011,3,3,0.164898587368768
"5435",17410,2011,5,5,0.183002708440085
"5436",17410,2012,2,1,0.0695023630803447
"5437",17410,2012,4,4,0.13871068419045
"5438",17410,2012,5,3,0.104025798398003
"5439",17410,2013,2,3,0.152176118494471
"5440",17410,2013,4,3,0.0760417722802393
"5441",17410,2014,2,1,0.0403697872512212
"5442",17410,2014,4,3,0.0604765552554127
"5443",17410,2015,2,1,0.0333166749958354
"5444",17410,2015,3,2,0.0666311300639659
"5445",17410,2015,5,10,0.110918851768047
"5446",17410,2015,7,1,0.033311125916056
"5447",17410,2016,1,2,0.0282326369282891
"5448",17410,2016,2,4,0.0376261652353046
"5449",17410,2016,3,1,0.0282422051513782
"5450",17410,2016,4,4,0.11296563020701
"5451",17410,2016,5,3,0.0282161735106563
"5452",17410,2017,1,5,0.122816929085505
"5453",17410,2017,2,4,0.0490875845226846
"5454",17410,2017,3,1,0.0245621791565348
"5455",17410,2018,4,3,0.0327428702400052
"5456",17410,2019,2,2,0.019657951641439
"5457",17410,2019,3,1,0.0196618167518679
"5458",17410,2019,5,2,0.0196496467975988
"5459",17410,2020,1,1,0.0178466260953367
"5460",17410,2020,3,2,0.0178367579908676
"5461",17410,2020,5,5,0.0297281067357944
"5462",17410,2021,3,1,0.0163081589719337
"5463",17410,2021,5,12,0.0652014452987041
"5464",17410,2022,1,1,0.0150204277817832
"5465",17410,2022,2,2,0.0300404043438425
"5466",17410,2022,4,6,0.0300189119145061
"5467",17410,2022,5,2,0.0150134370261384
"5468",17410,2010,3,2,0.272257010618023
"5469",17410,2018,3,1,0.0218121537320595
"5470",17410,2012,1,1,0.0691610761463448
"5471",17410,2021,1,1,0.0162898286310028
"5472",17420,2010,6,20,2.27816379997722
"5473",17420,2011,5,3,0.307723869114781
"5474",17420,2011,6,12,0.611714329408166
"5475",17420,2012,2,1,0.0663525977042001
"5476",17420,2012,4,2,0.0660960375425493
"5477",17420,2012,5,2,0.132687587076229
"5478",17420,2012,6,25,0.826118564536382
"5479",17420,2013,3,1,0.0491521258294421
"5480",17420,2013,4,1,0.0491497100167109
"5481",17420,2013,6,11,0.269634277870379
"5482",17420,2014,4,1,0.0393421984420489
"5483",17420,2014,5,1,0.0393406506943625
"5484",17420,2014,6,13,0.255192179341212
"5485",17420,2015,3,2,0.0325393726408955
"5486",17420,2015,4,1,0.0325945241199478
"5487",17420,2015,6,23,0.374184521775912
"5488",17420,2016,6,13,0.179953212164837
"5489",17420,2017,5,2,0.0241452578713541
"5490",17420,2017,6,19,0.22937441147355
"5491",17420,2018,6,11,0.118364843489396
"5492",17420,2019,4,1,0.0194269062651773
"5493",17420,2019,6,12,0.116442676240842
"5494",17420,2020,6,16,0.141022590056145
"5495",17420,2021,1,1,0.0161350178291947
"5496",17420,2021,6,25,0.201513771451141
"5497",17420,2022,5,1,0.0148774101404428
"5498",17420,2022,6,21,0.156092049711601
"5499",17420,2011,3,1,0.10135819987837
"5500",17420,2017,4,1,0.0241190516388896
"5501",17420,2021,4,1,0.0161077284881286
"5502",17500,2010,6,10,7.25163161711385
"5503",17500,2011,5,2,0.161264312207708
"5504",17500,2011,6,12,0.967429861335053
"5505",17500,2012,6,8,0.34493166041478
"5506",17500,2013,6,17,0.500751126690035
"5507",17500,2014,6,11,0.248351846834643
"5508",17500,2015,4,1,0.0367147630062048
"5509",17500,2015,6,23,0.422165525596079
"5510",17500,2016,5,2,0.030686612965094
"5511",17500,2016,6,18,0.27617104193197
"5512",17500,2017,5,2,0.0263720034811045
"5513",17500,2017,6,19,0.250527426160338
"5514",17500,2018,3,1,0.0231508276420882
"5515",17500,2018,6,25,0.289361899140016
"5516",17500,2019,5,1,0.0207314039306742
"5517",17500,2019,6,19,0.196934047823879
"5518",17500,2020,6,15,0.140662803128341
"5519",17500,2021,6,20,0.17088466993626
"5520",17500,2022,2,2,0.0313263579976192
"5521",17500,2022,5,2,0.0156619524189886
"5522",17500,2022,6,21,0.164447924823806
"5523",17500,2010,4,2,2.89017341040462
"5524",17500,2012,1,1,0.0862217623728229
"5525",17500,2012,3,1,0.0862143288214501
"5526",17500,2013,5,2,0.117806444012487
"5527",17500,2016,2,1,0.0306842589751458
"5528",17500,2017,3,1,0.02636991719846
"5529",17500,2019,3,1,0.0207292551978607
"5530",17500,2020,3,1,0.0187543369404175
"5531",17500,2020,5,1,0.0187539852218596
"5532",17500,2021,3,2,0.0341763499658236
"5533",17500,2021,4,1,0.0170878829821773
"5534",17500,2021,5,2,0.0341751819828441
"5535",17500,2022,4,1,0.0156612165633026
"5536",17540,2010,6,5,3.22997416020672
"5537",17540,2011,4,1,0.141984949595343
"5538",17540,2011,5,2,0.283929585462805
"5539",17540,2011,6,3,0.42583392476934
"5540",17540,2012,1,1,0.0806972240154939
"5541",17540,2012,5,1,0.0806907124989914
"5542",17540,2012,6,7,0.564789414232693
"5543",17540,2013,6,2,0.11232799775344
"5544",17540,2014,6,4,0.174550532379124
"5545",17540,2015,6,3,0.106822389972938
"5546",17540,2016,6,2,0.0598300825655139
"5547",17540,2017,6,1,0.0257971313589929
"5548",17540,2018,6,6,0.13646288209607
"5549",17540,2019,6,8,0.163198694410445
"5550",17540,2020,6,4,0.0738429729180897
"5551",17540,2021,6,5,0.0841892574507493
"5552",17540,2022,6,9,0.139174540337421
"5553",17580,2010,1,1,0.32133676092545
"5554",17580,2010,6,9,1.4386189258312
"5555",17580,2011,2,1,0.116849731245618
"5556",17580,2011,3,1,0.116836078981189
"5557",17580,2011,5,3,0.17490671641791
"5558",17580,2011,6,15,0.874431619447359
"5559",17580,2012,6,5,0.179507431607669
"5560",17580,2013,6,6,0.155710689538837
"5561",17580,2014,5,1,0.041111659266568
"5562",17580,2014,6,5,0.102705256455025
"5563",17580,2015,6,7,0.118297196356446
"5564",17580,2016,6,12,0.171678731866434
"5565",17580,2017,6,9,0.111784578696343
"5566",17580,2018,4,1,0.0220366248705348
"5567",17580,2018,5,1,0.0220361392684002
"5568",17580,2018,6,6,0.0660880292549676
"5569",17580,2019,6,11,0.109043686866184
"5570",17580,2020,6,9,0.0809228804948884
"5571",17580,2021,2,1,0.0164308834886052
"5572",17580,2021,3,1,0.0164306135191088
"5573",17580,2021,4,1,0.0164303435584838
"5574",17580,2021,6,10,0.0821294524429406
"5575",17580,2022,5,1,0.015127677598935
"5576",17580,2022,6,17,0.128556088265098
"5577",17580,2012,4,1,0.0717308657915501
"5578",17580,2013,1,1,0.0518672199170124
"5579",17580,2013,3,1,0.0518645298480369
"5580",17580,2017,5,1,0.0248329980878591
"5581",17580,2018,3,1,0.0220235211205568
