"","year","AGE_CATEGORY","CBSA.Code","CBSA.Title","Metropolitan.Micropolitan.Statistical.Area","rate_cbsa_age","rate_cbsa"
"1722",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1723",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1724",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1725",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1726",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1727",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1728",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1729",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1730",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1731",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1732",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1733",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1734",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1735",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1736",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1737",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1738",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1739",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1740",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1741",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1742",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1743",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1744",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1745",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1746",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1747",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1748",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1749",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1750",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1751",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1752",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1753",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1754",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1755",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1756",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1757",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1758",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1759",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1760",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1761",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1762",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1763",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1764",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1765",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1766",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1767",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1768",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1769",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1770",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1771",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1772",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1773",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1774",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1775",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1776",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1777",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1778",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1779",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1780",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1781",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1782",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1783",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1784",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1785",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1786",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1787",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1788",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1789",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1790",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1791",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1792",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1793",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1794",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1795",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1796",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1797",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1798",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1799",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1800",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1801",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1802",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1803",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1804",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1805",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1806",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1807",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1808",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1809",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1810",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1811",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1812",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1813",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1814",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1815",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1816",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1817",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1818",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1819",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1820",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1821",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1822",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1823",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1824",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1825",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1826",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1827",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1828",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1829",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1830",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1831",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1832",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1833",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1834",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1835",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1836",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1837",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1838",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1839",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1840",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1841",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1842",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1843",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1844",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1845",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1846",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1847",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1848",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1849",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1850",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1851",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1852",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1853",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1854",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1855",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1856",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1857",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1858",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1859",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1860",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1861",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1862",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1863",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1864",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1865",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1866",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1867",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1868",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1869",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1870",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1871",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1872",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1873",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1874",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1875",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1876",2018,4,48620,"Wichita, KS","Metropolitan Statistical Area",0.0183599654832649,0.0324577845939125
"1877",2018,1,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.00959421277085662,0.0674914856894976
"1878",2018,2,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.00631117899134737,0.0674914856894976
"1879",2018,4,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.0191878732640971,0.0674914856894976
"1880",2018,5,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.0217000703082278,0.0674914856894976
"1881",2018,5,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.0217000703082278,0.0674914856894976
"1882",2018,2,31740,"Manhattan, KS","Metropolitan Statistical Area",0.0563507269243773,0.0563507269243773
"1883",2018,2,48620,"Wichita, KS","Metropolitan Statistical Area",0.00691123213446493,0.0324577845939125
"1884",2018,4,48620,"Wichita, KS","Metropolitan Statistical Area",0.0183599654832649,0.0324577845939125
"1885",2018,5,48620,"Wichita, KS","Metropolitan Statistical Area",0.00691108884204706,0.0324577845939125
"1886",2018,4,45820,"Topeka, KS","Metropolitan Statistical Area",0.0214500214500215,0.0214500214500215
"1887",2018,1,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.00959421277085662,0.0674914856894976
"1888",2018,3,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.0199948013516486,0.0674914856894976
"1889",2018,4,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.0191878732640971,0.0674914856894976
"1890",2018,5,28140,"Kansas City, MO-KS","Metropolitan Statistical Area",0.0217000703082278,0.0674914856894976
"1891",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1892",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1893",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1894",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1895",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1896",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1897",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1898",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1899",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1900",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1901",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1902",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1903",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1904",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1905",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1906",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1907",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1908",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1909",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1910",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1911",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1912",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1913",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1914",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1915",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1916",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1917",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1918",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1919",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1920",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1921",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1922",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1923",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1924",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1925",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1926",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1927",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1928",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1929",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1930",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1931",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1932",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1933",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1934",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1935",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1936",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1937",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1938",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1939",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1940",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1941",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1942",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1943",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1944",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1945",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1946",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1947",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1948",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1949",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1950",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1951",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1952",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1953",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1954",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1955",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1956",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1957",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1958",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1959",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1960",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1961",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1962",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1963",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1964",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1965",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1966",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1967",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1968",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1969",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1970",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1971",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1972",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1973",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1974",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1975",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1976",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1977",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1978",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1979",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1980",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1981",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1982",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1983",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1984",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1985",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1986",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"1987",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1988",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1989",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1990",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"1991",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1992",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1993",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1994",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"1995",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1996",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"1997",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1998",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"1999",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2000",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2001",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2002",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2003",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2004",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2005",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2006",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2007",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2008",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2009",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2010",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2011",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2012",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2013",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2014",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2015",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2016",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2017",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2018",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2019",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2020",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2021",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2022",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2023",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2024",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2025",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2026",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2027",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2028",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2029",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2030",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2031",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2032",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2033",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2034",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2035",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2036",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2037",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2038",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2039",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2040",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2041",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2042",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2043",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2044",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2045",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2046",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2047",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2048",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2049",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2050",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2051",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2052",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2053",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2054",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2055",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2056",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2057",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2058",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2059",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2060",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2061",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2062",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2063",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2064",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2065",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2066",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2067",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2068",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2069",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2070",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2071",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2072",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2073",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2074",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2075",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2076",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2077",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2078",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2079",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2080",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2081",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2082",2018,1,13740,"Billings, MT","Metropolitan Statistical Area",0.0243415607808773,0.0486825290573845
"2083",2018,2,13740,"Billings, MT","Metropolitan Statistical Area",0.0243409682837183,0.0486825290573845
"2084",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2085",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2086",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2087",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2088",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2089",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2090",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2091",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2092",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2093",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2094",2018,1,NA,NA,NA,0.00902882874584294,0.0589428225131882
"2095",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
"2096",2018,3,NA,NA,NA,0.00901391055561297,0.0589428225131882
"2097",2018,4,NA,NA,NA,0.0147709836487339,0.0589428225131882
"2098",2018,5,NA,NA,NA,0.0187174291221714,0.0589428225131882
"2099",2018,2,NA,NA,NA,0.00939591647135829,0.0589428225131882
