"","year","AGE_CATEGORY","CBSA.Code","CBSA.Title","Metropolitan.Micropolitan.Statistical.Area","rate_cbsa_age","rate_cbsa"
"4051",2021,1,43320,"Show Low, AZ","Micropolitan Statistical Area",0.0330250990752972,0.231160425335183
"4052",2021,2,43320,"Show Low, AZ","Micropolitan Statistical Area",0.0660480169082923,0.231160425335183
"4053",2021,3,43320,"Show Low, AZ","Micropolitan Statistical Area",0.0660458358100522,0.231160425335183
"4054",2021,4,43320,"Show Low, AZ","Micropolitan Statistical Area",0.0330218274279299,0.231160425335183
"4055",2021,5,43320,"Show Low, AZ","Micropolitan Statistical Area",0.0330207370228503,0.231160425335183
"4056",2021,2,46060,"Tucson, AZ","Metropolitan Statistical Area",0.00814929508597506,0.0570446782068956
"4057",2021,4,46060,"Tucson, AZ","Metropolitan Statistical Area",0.0122238430132588,0.0570446782068956
"4058",2021,5,46060,"Tucson, AZ","Metropolitan Statistical Area",0.0366713796180472,0.0570446782068956
"4059",2021,2,38060,"Phoenix-Mesa-Chandler, AZ","Metropolitan Statistical Area",0.00474988303413028,0.053399872811212
"4060",2021,4,38060,"Phoenix-Mesa-Chandler, AZ","Metropolitan Statistical Area",0.0166245379763821,0.053399872811212
"4061",2021,5,38060,"Phoenix-Mesa-Chandler, AZ","Metropolitan Statistical Area",0.0229576589521016,0.053399872811212
"4062",2021,4,39150,"Prescott Valley-Prescott, AZ","Metropolitan Statistical Area",0.0241359335779108,0.0724069269293429
"4063",2021,5,39150,"Prescott Valley-Prescott, AZ","Metropolitan Statistical Area",0.048270702097362,0.0724069269293429
"4064",2021,5,49740,"Yuma, AZ","Metropolitan Statistical Area",0.0520029815042729,0.0520029815042729
"4065",2021,4,22220,"Fayetteville-Springdale-Rogers, AR","Metropolitan Statistical Area",0.0121159251720461,0.0524961940259331
"4066",2021,5,22220,"Fayetteville-Springdale-Rogers, AR","Metropolitan Statistical Area",0.0262479247734476,0.0524961940259331
"4067",2021,1,27860,"Jonesboro, AR","Metropolitan Statistical Area",0.0308128427928761,0.123245041954666
"4068",2021,3,27860,"Jonesboro, AR","Metropolitan Statistical Area",0.0308109440473256,0.123245041954666
"4069",2021,4,27860,"Jonesboro, AR","Metropolitan Statistical Area",0.0616199895246018,0.123245041954666
"4070",2021,5,30780,"Little Rock-North Little Rock-Conway, AR","Metropolitan Statistical Area",0.0586751158833539,0.0730920685969064
"4071",2021,5,26300,"Hot Springs, AR","Metropolitan Statistical Area",0.141669814884775,0.141669814884775
"4072",2021,3,30780,"Little Rock-North Little Rock-Conway, AR","Metropolitan Statistical Area",0.0151983768133563,0.0730920685969064
"4073",2021,3,30780,"Little Rock-North Little Rock-Conway, AR","Metropolitan Statistical Area",0.0151983768133563,0.0730920685969064
"4074",2021,4,30780,"Little Rock-North Little Rock-Conway, AR","Metropolitan Statistical Area",0.0643479939512886,0.0730920685969064
"4075",2021,3,22900,"Fort Smith, AR-OK","Metropolitan Statistical Area",0.0313912606730286,0.062781535950277
"4076",2021,4,22900,"Fort Smith, AR-OK","Metropolitan Statistical Area",0.0313902752927143,0.062781535950277
"4077",2021,3,22220,"Fayetteville-Springdale-Rogers, AR","Metropolitan Statistical Area",0.0143155724797435,0.0524961940259331
"4078",2021,5,22220,"Fayetteville-Springdale-Rogers, AR","Metropolitan Statistical Area",0.0262479247734476,0.0524961940259331
"4079",2021,2,42620,"Searcy, AR","Micropolitan Statistical Area",0.0480053766021794,0.144005760230409
"4080",2021,5,42620,"Searcy, AR","Micropolitan Statistical Area",0.0959969280983009,0.144005760230409
"4081",2021,3,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.00383693045563549,0.0273976002283133
"4082",2021,4,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.00857554133104652,0.0273976002283133
"4083",2021,5,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.012010978033923,0.0273976002283133
"4084",2021,1,17020,"Chico, CA","Metropolitan Statistical Area",0.0192767368339887,0.154207949419793
"4085",2021,2,17020,"Chico, CA","Metropolitan Statistical Area",0.0192763652485687,0.154207949419793
"4086",2021,4,17020,"Chico, CA","Metropolitan Statistical Area",0.0192756221207039,0.154207949419793
"4087",2021,5,17020,"Chico, CA","Metropolitan Statistical Area",0.0963762528912876,0.154207949419793
"4088",2021,2,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.00352118875332312,0.0273976002283133
"4089",2021,3,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.00383693045563549,0.0273976002283133
"4090",2021,4,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.00857554133104652,0.0273976002283133
"4091",2021,5,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.012010978033923,0.0273976002283133
"4092",2021,4,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.0118719491563991,0.059782733056285
"4093",2021,5,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.0313723418132223,0.059782733056285
"4094",2021,1,23420,"Fresno, CA","Metropolitan Statistical Area",0.0031878606267334,0.0909758984628106
"4095",2021,2,23420,"Fresno, CA","Metropolitan Statistical Area",0.0191271027858625,0.0909758984628106
"4096",2021,3,23420,"Fresno, CA","Metropolitan Statistical Area",0.0191270418117134,0.0909758984628106
"4097",2021,4,23420,"Fresno, CA","Metropolitan Statistical Area",0.00956349041897652,0.0909758984628106
"4098",2021,5,23420,"Fresno, CA","Metropolitan Statistical Area",0.0386857884992677,0.0909758984628106
"4099",2021,1,20940,"El Centro, CA","Metropolitan Statistical Area",0.0178485373123673,0.0535437005836263
"4100",2021,3,20940,"El Centro, CA","Metropolitan Statistical Area",0.0178479001945421,0.0535437005836263
"4101",2021,5,20940,"El Centro, CA","Metropolitan Statistical Area",0.0178472631222002,0.0535437005836263
"4102",2021,2,12540,"Bakersfield-Delano, CA","Metropolitan Statistical Area",0.0172242738246156,0.0654519023250927
"4103",2021,3,12540,"Bakersfield-Delano, CA","Metropolitan Statistical Area",0.00688968579587928,0.0654519023250927
"4104",2021,4,12540,"Bakersfield-Delano, CA","Metropolitan Statistical Area",0.0137793241241517,0.0654519023250927
"4105",2021,5,12540,"Bakersfield-Delano, CA","Metropolitan Statistical Area",0.0275585533137438,0.0654519023250927
"4106",2021,3,25260,"Hanford-Corcoran, CA","Metropolitan Statistical Area",0.0221911546057741,0.0443818167696695
"4107",2021,4,25260,"Hanford-Corcoran, CA","Metropolitan Statistical Area",0.0221906621693591,0.0443818167696695
"4108",2021,3,17340,"Clearlake, CA","Micropolitan Statistical Area",0.0673038093956118,0.0673038093956118
"4109",2021,1,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.00260371661018229,0.0254326582251559
"4110",2021,2,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.00260371491534835,0.0254326582251559
"4111",2021,3,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.00345680762087808,0.0254326582251559
"4112",2021,4,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.00520742305137416,0.0254326582251559
"4113",2021,5,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.0117166942388689,0.0254326582251559
"4114",2021,5,23420,"Fresno, CA","Metropolitan Statistical Area",0.0386857884992677,0.0909758984628106
"4115",2021,5,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.012010978033923,0.0273976002283133
"4116",2021,3,46380,"Ukiah, CA","Micropolitan Statistical Area",0.0456704420898794,0.0913367127917066
"4117",2021,5,46380,"Ukiah, CA","Micropolitan Statistical Area",0.0456662708923189,0.0913367127917066
"4118",2021,2,32900,"Merced, CA","Metropolitan Statistical Area",0.0319145541004883,0.095742134517699
"4119",2021,3,32900,"Merced, CA","Metropolitan Statistical Area",0.010638071530393,0.095742134517699
"4120",2021,4,32900,"Merced, CA","Metropolitan Statistical Area",0.0212759167260619,0.095742134517699
"4121",2021,5,32900,"Merced, CA","Metropolitan Statistical Area",0.03191353559423,0.095742134517699
"4122",2021,4,41500,"Salinas, CA","Metropolitan Statistical Area",0.00787804781975027,0.0236340503641613
"4123",2021,5,41500,"Salinas, CA","Metropolitan Statistical Area",0.0157559715132035,0.0236340503641613
"4124",2021,2,46020,"Truckee-Grass Valley, CA","Micropolitan Statistical Area",0.104624398409709,0.156928388345452
"4125",2021,4,46020,"Truckee-Grass Valley, CA","Micropolitan Statistical Area",0.0523067266450466,0.156928388345452
"4126",2021,1,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.00260371661018229,0.0254326582251559
"4127",2021,2,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.00260371491534835,0.0254326582251559
"4128",2021,4,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.00520742305137416,0.0254326582251559
"4129",2021,5,31080,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",0.0117166942388689,0.0254326582251559
"4130",2021,1,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.00997715232118449,0.059782733056285
"4131",2021,5,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.0313723418132223,0.059782733056285
"4132",2021,1,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.00536866219840581,0.0582881536230306
"4133",2021,2,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.00460170339720753,0.0582881536230306
"4134",2021,3,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.0084364432875439,0.0582881536230306
"4135",2021,4,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.0199406535472505,0.0582881536230306
"4136",2021,5,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.0199406229604002,0.0582881536230306
"4137",2021,2,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.0049262661119691,0.059782733056285
"4138",2021,3,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.00246312698897504,0.059782733056285
"4139",2021,4,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.0118719491563991,0.059782733056285
"4140",2021,5,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.0313723418132223,0.059782733056285
"4141",2021,1,41940,"San Jose-Sunnyvale-Santa Clara, CA","Metropolitan Statistical Area",0.0532028091083209,0.0223084070347331
"4142",2021,1,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.00536866219840581,0.0582881536230306
"4143",2021,2,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.00460170339720753,0.0582881536230306
"4144",2021,3,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.0084364432875439,0.0582881536230306
"4145",2021,4,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.0199406535472505,0.0582881536230306
"4146",2021,5,40140,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",0.0199406229604002,0.0582881536230306
"4147",2021,2,41740,"San Diego-Chula Vista-Carlsbad, CA","Metropolitan Statistical Area",0.00127005415510917,0.0304812416533787
"4148",2021,3,41740,"San Diego-Chula Vista-Carlsbad, CA","Metropolitan Statistical Area",0.00254010508414733,0.0304812416533787
"4149",2021,4,41740,"San Diego-Chula Vista-Carlsbad, CA","Metropolitan Statistical Area",0.00889035650329578,0.0304812416533787
"4150",2021,5,41740,"San Diego-Chula Vista-Carlsbad, CA","Metropolitan Statistical Area",0.0177806904242092,0.0304812416533787
"4151",2021,3,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.00383693045563549,0.0273976002283133
"4152",2021,5,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.012010978033923,0.0273976002283133
"4153",2021,1,44700,"Stockton-Lodi, CA","Metropolitan Statistical Area",0.00859908075826694,0.0601930477029903
"4154",2021,2,44700,"Stockton-Lodi, CA","Metropolitan Statistical Area",0.00429952189316548,0.0601930477029903
"4155",2021,3,44700,"Stockton-Lodi, CA","Metropolitan Statistical Area",0.0085990068147129,0.0601930477029903
"4156",2021,4,44700,"Stockton-Lodi, CA","Metropolitan Statistical Area",0.0300963944519447,0.0601930477029903
"4157",2021,5,44700,"Stockton-Lodi, CA","Metropolitan Statistical Area",0.00859893287243053,0.0601930477029903
"4158",2021,3,42020,"San Luis Obispo-Paso Robles, CA","Metropolitan Statistical Area",0.015885875867766,0.0476568705321684
"4159",2021,4,42020,"San Luis Obispo-Paso Robles, CA","Metropolitan Statistical Area",0.0158856235107228,0.0476568705321684
"4160",2021,5,42020,"San Luis Obispo-Paso Robles, CA","Metropolitan Statistical Area",0.0158853711616972,0.0476568705321684
"4161",2021,4,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.00857554133104652,0.0273976002283133
"4162",2021,5,41860,"San Francisco-Oakland-Fremont, CA","Metropolitan Statistical Area",0.012010978033923,0.0273976002283133
"4163",2021,5,42200,"Santa Maria-Santa Barbara, CA","Metropolitan Statistical Area",0.0162782937092534,0.0162782937092534
"4164",2021,2,41940,"San Jose-Sunnyvale-Santa Clara, CA","Metropolitan Statistical Area",0.00225448134529411,0.0223084070347331
"4165",2021,3,41940,"San Jose-Sunnyvale-Santa Clara, CA","Metropolitan Statistical Area",0.00225447626261943,0.0223084070347331
"4166",2021,4,41940,"San Jose-Sunnyvale-Santa Clara, CA","Metropolitan Statistical Area",0.00225447117996767,0.0223084070347331
"4167",2021,5,41940,"San Jose-Sunnyvale-Santa Clara, CA","Metropolitan Statistical Area",0.00901786438935531,0.0223084070347331
"4168",2021,5,42100,"Santa Cruz-Watsonville, CA","Metropolitan Statistical Area",0.0317067757379752,0.0317067757379752
"4169",2021,1,39820,"Redding, CA","Metropolitan Statistical Area",0.0455695048873294,0.0911341646794356
"4170",2021,4,39820,"Redding, CA","Metropolitan Statistical Area",0.022783195115283,0.0911341646794356
"4171",2021,5,39820,"Redding, CA","Metropolitan Statistical Area",0.0227826760531292,0.0911341646794356
"4172",2021,1,46700,"Vallejo, CA","Metropolitan Statistical Area",0.009201494322678,0.0276038903082741
"4173",2021,4,46700,"Vallejo, CA","Metropolitan Statistical Area",0.0092012403271961,0.0276038903082741
"4174",2021,5,46700,"Vallejo, CA","Metropolitan Statistical Area",0.00920115566515154,0.0276038903082741
"4175",2021,4,42220,"Santa Rosa-Petaluma, CA","Metropolitan Statistical Area",0.0286790432671166,0.0382385415820241
"4176",2021,5,42220,"Santa Rosa-Petaluma, CA","Metropolitan Statistical Area",0.00955958970240997,0.0382385415820241
"4177",2021,1,33700,"Modesto, CA","Metropolitan Statistical Area",0.00607537105328708,0.0668282695730889
"4178",2021,2,33700,"Modesto, CA","Metropolitan Statistical Area",0.00607533414337789,0.0668282695730889
"4179",2021,3,33700,"Modesto, CA","Metropolitan Statistical Area",0.00607529723391717,0.0668282695730889
"4180",2021,4,33700,"Modesto, CA","Metropolitan Statistical Area",0.00607526032490492,0.0668282695730889
"4181",2021,5,33700,"Modesto, CA","Metropolitan Statistical Area",0.042526563914388,0.0668282695730889
"4182",2021,5,49700,"Yuba City, CA","Metropolitan Statistical Area",0.0379003221527383,0.11765628676759
"4183",2021,2,47300,"Visalia, CA","Metropolitan Statistical Area",0.0125783790242951,0.062891301818502
"4184",2021,3,47300,"Visalia, CA","Metropolitan Statistical Area",0.00628914995849161,0.062891301818502
"4185",2021,4,47300,"Visalia, CA","Metropolitan Statistical Area",0.00628911040533317,0.062891301818502
"4186",2021,5,47300,"Visalia, CA","Metropolitan Statistical Area",0.0377344251160334,0.062891301818502
"4187",2021,4,37100,"Oxnard-Thousand Oaks-Ventura, CA","Metropolitan Statistical Area",0.0144337634594844,0.0384899432995023
"4188",2021,5,37100,"Oxnard-Thousand Oaks-Ventura, CA","Metropolitan Statistical Area",0.0240561566921822,0.0384899432995023
"4189",2021,4,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.0118719491563991,0.059782733056285
"4190",2021,5,40900,"Sacramento-Roseville-Folsom, CA","Metropolitan Statistical Area",0.0313723418132223,0.059782733056285
"4191",2021,3,49700,"Yuba City, CA","Metropolitan Statistical Area",0.039913786221761,0.11765628676759
"4192",2021,4,49700,"Yuba City, CA","Metropolitan Statistical Area",0.039912193175015,0.11765628676759
"4193",2021,2,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.00691290431849133,0.0413608614258425
"4194",2021,3,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.00751221674247745,0.0413608614258425
"4195",2021,4,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0151487895170377,0.0413608614258425
"4196",2021,5,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0118516411560091,0.0413608614258425
"4197",2021,4,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0151487895170377,0.0413608614258425
"4198",2021,5,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0118516411560091,0.0413608614258425
"4199",2021,4,14500,"Boulder, CO","Metropolitan Statistical Area",0.0266428657066354,0.0532853764944883
"4200",2021,5,14500,"Boulder, CO","Metropolitan Statistical Area",0.0266425107902169,0.0532853764944883
"4201",2021,5,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0118516411560091,0.0413608614258425
"4202",2021,4,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0151487895170377,0.0413608614258425
"4203",2021,5,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0118516411560091,0.0413608614258425
"4204",2021,2,17820,"Colorado Springs, CO","Metropolitan Statistical Area",0.0103158187923271,0.0515786949042828
"4205",2021,3,17820,"Colorado Springs, CO","Metropolitan Statistical Area",0.00515788279227143,0.0515786949042828
"4206",2021,4,17820,"Colorado Springs, CO","Metropolitan Statistical Area",0.0103157123773075,0.0515786949042828
"4207",2021,5,17820,"Colorado Springs, CO","Metropolitan Statistical Area",0.0257891479265525,0.0515786949042828
"4208",2021,1,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.00822551059857041,0.0413608614258425
"4209",2021,3,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.00751221674247745,0.0413608614258425
"4210",2021,4,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0151487895170377,0.0413608614258425
"4211",2021,5,19740,"Denver-Aurora-Centennial, CO","Metropolitan Statistical Area",0.0118516411560091,0.0413608614258425
"4212",2021,1,22660,"Fort Collins-Loveland, CO","Metropolitan Statistical Area",0.0245914741359171,0.073772608230564
"4213",2021,5,22660,"Fort Collins-Loveland, CO","Metropolitan Statistical Area",0.0491805294283993,0.073772608230564
"4214",2021,5,39380,"Pueblo, CO","Metropolitan Statistical Area",0.0240981275754874,0.0240981275754874
"4215",2021,2,24540,"Greeley, CO","Metropolitan Statistical Area",0.0102730578784081,0.0616375029962675
"4216",2021,3,24540,"Greeley, CO","Metropolitan Statistical Area",0.0102729523437741,0.0616375029962675
"4217",2021,5,24540,"Greeley, CO","Metropolitan Statistical Area",0.0410909651240433,0.0616375029962675
"4218",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4219",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4220",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4221",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4222",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4223",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4224",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4225",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4226",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4227",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4228",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4229",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4230",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4231",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4232",2021,2,20100,"Dover, DE","Metropolitan Statistical Area",0.0206483584555028,0.082590875772999
"4233",2021,3,20100,"Dover, DE","Metropolitan Statistical Area",0.0206479321095992,0.082590875772999
"4234",2021,4,20100,"Dover, DE","Metropolitan Statistical Area",0.0206475057813016,0.082590875772999
"4235",2021,5,20100,"Dover, DE","Metropolitan Statistical Area",0.0206470794706089,0.082590875772999
"4236",2021,3,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Metropolitan Statistical Area",0.0144681158896083,0.0361700280679418
"4237",2021,5,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Metropolitan Statistical Area",0.0217018598493891,0.0361700280679418
"4238",2021,1,42580,"Seaford, DE","Micropolitan Statistical Area",0.0208394114950194,0.14586878755253
"4239",2021,4,42580,"Seaford, DE","Micropolitan Statistical Area",0.0416762174665027,0.14586878755253
"4240",2021,5,42580,"Seaford, DE","Micropolitan Statistical Area",0.0833506980620963,0.14586878755253
"4241",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4242",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4243",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4244",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4245",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4246",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4247",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4248",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4249",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4250",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4251",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4252",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4253",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4254",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4255",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4256",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4257",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4258",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4259",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4260",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4261",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4262",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4263",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4264",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4265",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4266",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4267",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4268",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4269",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4270",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4271",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4272",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4273",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4274",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4275",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4276",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4277",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4278",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4279",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4280",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4281",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4282",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4283",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4284",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4285",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4286",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4287",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4288",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4289",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4290",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4291",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4292",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4293",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4294",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4295",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4296",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4297",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4298",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4299",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4300",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4301",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4302",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4303",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4304",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4305",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4306",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4307",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4308",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4309",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4310",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4311",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4312",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4313",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4314",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4315",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4316",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4317",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4318",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4319",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4320",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4321",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4322",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4323",2021,1,NA,NA,NA,0.00984926988399115,0.0668035920669121
"4324",2021,2,NA,NA,NA,0.00961375542499969,0.0668035920669121
"4325",2021,3,NA,NA,NA,0.0105575956114862,0.0668035920669121
"4326",2021,4,NA,NA,NA,0.017277806265305,0.0668035920669121
"4327",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4328",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
"4329",2021,5,NA,NA,NA,0.0214912793871216,0.0668035920669121
