cbsa_code,cbsa_name,fatality_count,pop_under18,rate,Metropolitan/Micropolitan Statistical Area
22660,"Fort Collins-Loveland, CO",2,68426,2.922865577412095,Metropolitan Statistical Area
22900,"Fort Smith, AR-OK",1,30953,3.230704616676897,Metropolitan Statistical Area
23060,"Fort Wayne, IN",1,96420,1.0371292263015972,Metropolitan Statistical Area
23420,"Fresno, CA",7,281683,2.4850629963469575,Metropolitan Statistical Area
23460,"Gadsden, AL",1,22340,4.476275738585497,Metropolitan Statistical Area
23540,"Gainesville, FL",5,48047,10.406476991279373,Metropolitan Statistical Area
23580,"Gainesville, GA",4,51008,7.8419071518193215,Metropolitan Statistical Area
24140,"Goldsboro, NC",1,29220,3.4223134839151266,Metropolitan Statistical Area
24340,"Grand Rapids-Wyoming-Kentwood, MI",3,158210,1.896213892927122,Metropolitan Statistical Area
24420,"Grants Pass, OR",2,16851,11.86873182600439,Metropolitan Statistical Area
24500,"Great Falls, MT",1,18201,5.494203615185979,Metropolitan Statistical Area
24540,"Greeley, CO",3,80530,3.7253197566124427,Metropolitan Statistical Area
24660,"Greensboro-High Point, NC",9,118236,7.611894854359078,Metropolitan Statistical Area
24780,"Greenville, NC",1,38105,2.6243275160740063,Metropolitan Statistical Area
24860,"Greenville-Anderson-Greer, SC",6,14742,40.700040700040695,Metropolitan Statistical Area
25060,"Gulfport-Biloxi, MS",3,49302,6.084945843981989,Metropolitan Statistical Area
25180,"Hagerstown-Martinsburg, MD-WV",3,33140,9.052504526252264,Metropolitan Statistical Area
25220,"Hammond, LA",2,32649,6.125761891635272,Metropolitan Statistical Area
25260,"Hanford-Corcoran, CA",1,40967,2.4409890887787733,Metropolitan Statistical Area
25500,"Harrisonburg, VA",1,17824,5.6104129263913824,Metropolitan Statistical Area
25620,"Hattiesburg, MS",1,17368,5.757715338553662,Metropolitan Statistical Area
25740,"Helena, MT",1,14599,6.849784231796698,Metropolitan Statistical Area
25860,"Hickory-Lenoir-Morganton, NC",6,17202,34.87966515521451,Metropolitan Statistical Area
25940,"Hilton Head Island-Bluffton-Port Royal, SC",1,35515,2.815711671124877,Metropolitan Statistical Area
26300,"Hot Springs, AR",1,19842,5.039814534825118,Metropolitan Statistical Area
26380,"Houma-Bayou Cane-Thibodaux, LA",3,23019,13.032712107389548,Metropolitan Statistical Area
26420,"Houston-Pasadena-The Woodlands, TX",36,1557655,2.311166464974593,Metropolitan Statistical Area
26580,"Huntington-Ashland, WV-KY-OH",2,18826,10.623605651758206,Metropolitan Statistical Area
26620,"Huntsville, AL",3,79506,3.7733001282922043,Metropolitan Statistical Area
26820,"Idaho Falls, ID",3,35365,8.482963381874734,Metropolitan Statistical Area
26900,"Indianapolis-Carmel-Greenwood, IN",7,234704,2.9824800599904564,Metropolitan Statistical Area
27060,"Ithaca, NY",2,15185,13.17089232795522,Metropolitan Statistical Area
27100,"Jackson, MI",4,34287,11.666229183072302,Metropolitan Statistical Area
27140,"Jackson, MS",3,26301,11.406410402646287,Metropolitan Statistical Area
27260,"Jacksonville, FL",15,264804,5.664567000498482,Metropolitan Statistical Area
27340,"Jacksonville, NC",3,47324,6.3392781675259915,Metropolitan Statistical Area
27620,"Jefferson City, MO",1,16751,5.969792848188168,Metropolitan Statistical Area
27740,"Johnson City, TN",1,24576,4.069010416666666,Metropolitan Statistical Area
27860,"Jonesboro, AR",2,26201,7.633296439067211,Metropolitan Statistical Area
28020,"Kalamazoo-Portage, MI",7,57117,12.255545634399565,Metropolitan Statistical Area
28140,"Kansas City, MO-KS",17,166200,10.22864019253911,Metropolitan Statistical Area
28420,"Kennewick-Richland, WA",1,29411,3.4000884022984597,Metropolitan Statistical Area
28660,"Killeen-Temple, TX",4,97043,4.121884113228156,Metropolitan Statistical Area
28700,"Kingsport-Bristol, TN-VA",1,30575,3.2706459525756335,Metropolitan Statistical Area
28740,"Kingston, NY",1,32054,3.1197354464341425,Metropolitan Statistical Area
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",5,97503,5.128047342133063,Metropolitan Statistical Area
28940,"Knoxville, TN",2,113902,1.7558954188688523,Metropolitan Statistical Area
29200,"Lafayette-West Lafayette, IN",1,39738,2.516482963410338,Metropolitan Statistical Area
29340,"Lake Charles, LA",2,50403,3.9680177767196394,Metropolitan Statistical Area
29420,"Lake Havasu City-Kingman, AZ",3,36199,8.287521754744606,Metropolitan Statistical Area
29460,"Lakeland-Winter Haven, FL",4,153232,2.610420799832933,Metropolitan Statistical Area
29540,"Lancaster, PA",2,128891,1.5516987221761023,Metropolitan Statistical Area
29620,"Lansing-East Lansing, MI",2,57752,3.4630835295747335,Metropolitan Statistical Area
29700,"Laredo, TX",3,91760,3.269398430688753,Metropolitan Statistical Area
29740,"Las Cruces, NM",2,53451,3.741744775588857,Metropolitan Statistical Area
29820,"Las Vegas-Henderson-North Las Vegas, NV",13,514191,2.5282433959365296,Metropolitan Statistical Area
29940,"Lawrence, KS",1,22473,4.449784185467005,Metropolitan Statistical Area
30020,"Lawton, OK",2,28851,6.932168728986864,Metropolitan Statistical Area
30340,"Lewiston-Auburn, ME",1,23417,4.2704018448135965,Metropolitan Statistical Area
30500,"Lexington Park, MD",1,21405,4.6718056528848395,Metropolitan Statistical Area
30620,"Lima, OH",3,23877,12.564392511622062,Metropolitan Statistical Area
30700,"Lincoln, NE",4,72247,5.536562071781527,Metropolitan Statistical Area
30780,"Little Rock-North Little Rock-Conway, AR",6,56694,10.583130489998942,Metropolitan Statistical Area
30980,"Longview, TX",4,17282,23.14546927438954,Metropolitan Statistical Area
31080,"Los Angeles-Long Beach-Anaheim, CA",38,2930904,1.2965283066248503,Metropolitan Statistical Area
31140,"Louisville/Jefferson County, KY-IN",13,198429,6.551461731904107,Metropolitan Statistical Area
31340,"Lynchburg, VA",1,15015,6.66000666000666,Metropolitan Statistical Area
31420,"Macon-Bibb County, GA",1,37690,2.6532236667551077,Metropolitan Statistical Area
31540,"Madison, WI",3,110838,2.706652952958372,Metropolitan Statistical Area
31900,"Mansfield, OH",1,26248,3.8098140810728434,Metropolitan Statistical Area
32580,"McAllen-Edinburg-Mission, TX",6,284500,2.1089630931458703,Metropolitan Statistical Area
32780,"Medford, OR",1,45104,2.2170982617949626,Metropolitan Statistical Area
32820,"Memphis, TN-MS-AR",6,46358,12.942749902929377,Metropolitan Statistical Area
32900,"Merced, CA",5,80514,6.210100106813722,Metropolitan Statistical Area
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29,969037,2.9926617869080334,Metropolitan Statistical Area
33140,"Michigan City-La Porte, IN",2,23682,8.445232666159953,Metropolitan Statistical Area
33220,"Midland, MI",1,17899,5.586904296329404,Metropolitan Statistical Area
33260,"Midland, TX",10,46567,21.474434685506903,Metropolitan Statistical Area
33340,"Milwaukee-Waukesha, WI",6,228624,2.624396388830569,Metropolitan Statistical Area
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",10,275389,3.6312271005740966,Metropolitan Statistical Area
33540,"Missoula, MT",1,22644,4.416180886769122,Metropolitan Statistical Area
33660,"Mobile, AL",5,97669,5.119331620063685,Metropolitan Statistical Area
33700,"Modesto, CA",3,148237,2.023786234206035,Metropolitan Statistical Area
33780,"Monroe, MI",1,32413,3.085181871471323,Metropolitan Statistical Area
33860,"Montgomery, AL",1,53448,1.8709773985930251,Metropolitan Statistical Area
34620,"Muncie, IN",1,20580,4.8590864917395535,Metropolitan Statistical Area
34740,"Muskegon-Norton Shores, MI",1,39977,2.5014383270380467,Metropolitan Statistical Area
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",1,61223,1.633373078744916,Metropolitan Statistical Area
34940,"Naples-Marco Island, FL",1,64723,1.5450458106082845,Metropolitan Statistical Area
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",12,207934,5.771061971587138,Metropolitan Statistical Area
35380,"New Orleans-Metairie, LA",4,175245,2.282518759451054,Metropolitan Statistical Area
35620,"New York-Newark-Jersey City, NY-NJ",30,1585515,1.8921296865687174,Metropolitan Statistical Area
35660,"Niles, MI",1,33921,2.9480262963945636,Metropolitan Statistical Area
35840,"North Port-Bradenton-Sarasota, FL",3,131740,2.277212691665402,Metropolitan Statistical Area
36100,"Ocala, FL",7,66845,10.47198743361508,Metropolitan Statistical Area
36220,"Odessa, TX",3,47146,6.363212149493064,Metropolitan Statistical Area
36260,"Ogden, UT",2,113069,1.7688314215213718,Metropolitan Statistical Area
36420,"Oklahoma City, OK",4,36476,10.96611470555982,Metropolitan Statistical Area
36500,"Olympia-Lacey-Tumwater, WA",1,61271,1.632093486314896,Metropolitan Statistical Area
36540,"Omaha, NE-IA",7,144408,4.847376876627334,Metropolitan Statistical Area
36740,"Orlando-Kissimmee-Sanford, FL",18,301904,5.962160156871058,Metropolitan Statistical Area
37340,"Palm Bay-Melbourne-Titusville, FL",3,108791,2.7575810499030253,Metropolitan Statistical Area
37460,"Panama City-Panama City Beach, FL",1,39870,2.508151492350138,Metropolitan Statistical Area
37860,"Pensacola-Ferry Pass-Brent, FL",2,65715,3.0434451799436966,Metropolitan Statistical Area
37900,"Peoria, IL",2,43640,4.582951420714941,Metropolitan Statistical Area
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",22,474105,4.640322291475517,Metropolitan Statistical Area
38060,"Phoenix-Mesa-Chandler, AZ",25,1045263,2.3917425566579897,Metropolitan Statistical Area
38240,"Pinehurst-Southern Pines, NC",1,21222,4.712091226086137,Metropolitan Statistical Area
38300,"Pittsburgh, PA",13,230313,5.64449249499594,Metropolitan Statistical Area
38340,"Pittsfield, MA",1,21511,4.6487843428943325,Metropolitan Statistical Area
38540,"Pocatello, ID",3,21974,13.652498407208519,Metropolitan Statistical Area
38860,"Portland-South Portland, ME",3,55443,5.4109626102483634,Metropolitan Statistical Area
38900,"Portland-Vancouver-Hillsboro, OR-WA",4,23686,16.88761293591151,Metropolitan Statistical Area
38940,"Port St. Lucie, FL",7,63050,11.102299762093576,Metropolitan Statistical Area
39150,"Prescott Valley-Prescott, AZ",1,37443,2.6707261704457443,Metropolitan Statistical Area
39300,"Providence-Warwick, RI-MA",6,30866,19.438864770297414,Metropolitan Statistical Area
39340,"Provo-Orem-Lehi, UT",4,205469,1.9467656921482075,Metropolitan Statistical Area
39380,"Pueblo, CO",1,37899,2.6385920472835696,Metropolitan Statistical Area
39460,"Punta Gorda, FL",1,22648,4.415400918403391,Metropolitan Statistical Area
39580,"Raleigh-Cary, NC",9,14768,60.942578548212346,Metropolitan Statistical Area
39740,"Reading, PA",1,94114,1.062541173470472,Metropolitan Statistical Area
39900,"Reno, NV",2,100677,1.9865510493955918,Metropolitan Statistical Area
40060,"Richmond, VA",3,75007,3.9996267015078595,Metropolitan Statistical Area
40140,"Riverside-San Bernardino-Ontario, CA",42,1187880,3.535710677846247,Metropolitan Statistical Area
40220,"Roanoke, VA",1,21643,4.620431548306612,Metropolitan Statistical Area
40380,"Rochester, NY",7,156670,4.467990042765048,Metropolitan Statistical Area
40420,"Rockford, IL",2,66784,2.994729276473407,Metropolitan Statistical Area
40580,"Rocky Mount, NC",1,20934,4.776917932549919,Metropolitan Statistical Area
40900,"Sacramento-Roseville-Folsom, CA",15,410539,3.6537332628568784,Metropolitan Statistical Area
40980,"Saginaw, MI",1,40863,2.447201624941879,Metropolitan Statistical Area
41060,"St. Cloud, MN",3,36335,8.256501995321315,Metropolitan Statistical Area
41100,"St. George, UT",1,44020,2.271694684234439,Metropolitan Statistical Area
41140,"St. Joseph, MO-KS",4,20458,19.552253397204026,Metropolitan Statistical Area
41180,"St. Louis, MO-IL",22,434855,5.059157650251233,Metropolitan Statistical Area
41420,"Salem, OR",5,84788,5.897060904845025,Metropolitan Statistical Area
41500,"Salinas, CA",2,115143,1.7369705496643306,Metropolitan Statistical Area
41540,"Salisbury, MD",1,22739,4.397730770922204,Metropolitan Statistical Area
41620,"Salt Lake City-Murray, UT",5,312340,1.6008196196452584,Metropolitan Statistical Area
41660,"San Angelo, TX",1,28029,3.5677334189589356,Metropolitan Statistical Area
41700,"San Antonio-New Braunfels, TX",9,505220,1.7814021614346223,Metropolitan Statistical Area
41740,"San Diego-Chula Vista-Carlsbad, CA",7,728528,0.9608415874201129,Metropolitan Statistical Area
41860,"San Francisco-Oakland-Fremont, CA",12,344662,3.4816718988458253,Metropolitan Statistical Area
41940,"San Jose-Sunnyvale-Santa Clara, CA",5,430081,1.1625717016096968,Metropolitan Statistical Area
42020,"San Luis Obispo-Paso Robles, CA",1,50790,1.9688915140775742,Metropolitan Statistical Area
42200,"Santa Maria-Santa Barbara, CA",2,99712,2.0057766367137355,Metropolitan Statistical Area
42220,"Santa Rosa-Petaluma, CA",1,99696,1.0030492697801314,Metropolitan Statistical Area
42340,"Savannah, GA",2,62765,3.186489285429778,Metropolitan Statistical Area
42540,"Scranton--Wilkes-Barre, PA",3,42896,6.993659082431928,Metropolitan Statistical Area
42660,"Seattle-Tacoma-Bellevue, WA",8,629584,1.2706803222445298,Metropolitan Statistical Area
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",3,25527,11.75226231049477,Metropolitan Statistical Area
43100,"Sheboygan, WI",2,25653,7.79635910030016,Metropolitan Statistical Area
43300,"Sherman-Denison, TX",1,31218,3.203280158882696,Metropolitan Statistical Area
43340,"Shreveport-Bossier City, LA",3,32484,9.235315847801994,Metropolitan Statistical Area
43580,"Sioux City, IA-NE-SD",1,26841,3.725643604932752,Metropolitan Statistical Area
43640,"Slidell-Mandeville-Covington, LA",4,61864,6.4657959394801505,Metropolitan Statistical Area
43780,"South Bend-Mishawaka, IN-MI",5,64055,7.805791897588011,Metropolitan Statistical Area
43900,"Spartanburg, SC",4,70883,5.643102013176644,Metropolitan Statistical Area
44060,"Spokane-Spokane Valley, WA",1,112390,0.8897588753447816,Metropolitan Statistical Area
44100,"Springfield, IL",2,44106,4.534530449371967,Metropolitan Statistical Area
44140,"Springfield, MA",4,101795,3.929466083795864,Metropolitan Statistical Area
44180,"Springfield, MO",2,60461,3.3079175005375365,Metropolitan Statistical Area
44220,"Springfield, OH",2,30186,6.625588020936858,Metropolitan Statistical Area
44300,"State College, PA",1,24389,4.100209110664643,Metropolitan Statistical Area
44700,"Stockton-Lodi, CA",11,203135,5.415118024958772,Metropolitan Statistical Area
45060,"Syracuse, NY",5,113848,4.391820673178273,Metropolitan Statistical Area
45300,"Tampa-St. Petersburg-Clearwater, FL",17,321546,5.28695738712346,Metropolitan Statistical Area
45500,"Texarkana, TX-AR",1,22302,4.4839027889875345,Metropolitan Statistical Area
45780,"Toledo, OH",2,99382,2.012436859793524,Metropolitan Statistical Area
45940,"Trenton-Princeton, NJ",1,79885,1.2517994617262314,Metropolitan Statistical Area
46060,"Tucson, AZ",4,217019,1.8431565899759927,Metropolitan Statistical Area
46140,"Tulsa, OK",9,183392,4.9075205025301,Metropolitan Statistical Area
46220,"Tuscaloosa, AL",1,43561,2.2956314134202613,Metropolitan Statistical Area
46340,"Tyler, TX",1,56044,1.7843123260295484,Metropolitan Statistical Area
46520,"Urban Honolulu, HI",1,209809,0.4766239770457893,Metropolitan Statistical Area
46540,"Utica-Rome, NY",1,49155,2.034381039568711,Metropolitan Statistical Area
46660,"Valdosta, GA",1,27913,3.5825600974456346,Metropolitan Statistical Area
46700,"Vallejo, CA",2,99059,2.018998778505739,Metropolitan Statistical Area
47020,"Victoria, TX",1,23573,4.242141432995376,Metropolitan Statistical Area
47220,"Vineland, NJ",1,35909,2.784817176752346,Metropolitan Statistical Area
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",3,48416,6.196298744216788,Metropolitan Statistical Area
47300,"Visalia, CA",6,143725,4.174639067663942,Metropolitan Statistical Area
47380,"Waco, TX",3,61915,4.845352499394331,Metropolitan Statistical Area
47580,"Warner Robins, GA",1,39516,2.530620508148598,Metropolitan Statistical Area
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",15,232190,6.46022653861062,Metropolitan Statistical Area
47940,"Waterloo-Cedar Falls, IA",1,28836,3.4678873630184492,Metropolitan Statistical Area
48060,"Watertown-Fort Drum, NY",1,27173,3.680123652154712,Metropolitan Statistical Area
48620,"Wichita, KS",4,132969,3.0082199610435514,Metropolitan Statistical Area
48900,"Wilmington, NC",2,20954,9.544716999140975,Metropolitan Statistical Area
49020,"Winchester, VA-WV",1,20109,4.972897707494156,Metropolitan Statistical Area
49180,"Winston-Salem, NC",3,36951,8.118860112040268,Metropolitan Statistical Area
49340,"Worcester, MA",7,175489,3.988854002245155,Metropolitan Statistical Area
49420,"Yakima, WA",4,74372,5.3783682030871836,Metropolitan Statistical Area
49620,"York-Hanover, PA",3,98853,3.0348092622378684,Metropolitan Statistical Area
49660,"Youngstown-Warren, OH",1,40908,2.4445096313679473,Metropolitan Statistical Area
49700,"Yuba City, CA",1,25064,3.989786147462496,Metropolitan Statistical Area
49740,"Yuma, AZ",5,52497,9.52435377259653,Metropolitan Statistical Area
