cbsa_code,cbsa_name,fatality_count,pop_under18,rate,Metropolitan/Micropolitan Statistical Area
19430,"Dayton-Kettering-Beavercreek, OH",7,116762,5.995101145920763,Metropolitan Statistical Area
19460,"Decatur, AL",1,28238,3.541327289468093,Metropolitan Statistical Area
19660,"Deltona-Daytona Beach-Ormond Beach, FL",10,100319,9.968201437414647,Metropolitan Statistical Area
19740,"Denver-Aurora-Centennial, CO",19,127857,14.860351799275755,Metropolitan Statistical Area
19780,"Des Moines-West Des Moines, IA",5,120133,4.162053723789467,Metropolitan Statistical Area
19820,"Detroit-Warren-Dearborn, MI",20,666084,3.002624293632635,Metropolitan Statistical Area
20100,"Dover, DE",1,42593,2.3478036297044116,Metropolitan Statistical Area
20220,"Dubuque, IA",2,21377,9.355849745053096,Metropolitan Statistical Area
20500,"Durham-Chapel Hill, NC",3,64355,4.66164245202393,Metropolitan Statistical Area
20740,"Eau Claire, WI",1,13895,7.196833393306946,Metropolitan Statistical Area
20940,"El Centro, CA",1,50139,1.9944554139492212,Metropolitan Statistical Area
21060,"Elizabethtown, KY",2,27467,7.281465030764189,Metropolitan Statistical Area
21140,"Elkhart-Goshen, IN",4,55673,7.184811308893001,Metropolitan Statistical Area
21340,"El Paso, TX",2,224757,0.8898499268098435,Metropolitan Statistical Area
21500,"Erie, PA",2,55075,3.631411711302769,Metropolitan Statistical Area
21660,"Eugene-Springfield, OR",2,66028,3.0290179923668745,Metropolitan Statistical Area
21780,"Evansville, IN",2,53777,3.719062052550347,Metropolitan Statistical Area
22180,"Fayetteville, NC",2,84051,2.3795076798610366,Metropolitan Statistical Area
22220,"Fayetteville-Springdale-Rogers, AR",1,59167,1.6901313232038129,Metropolitan Statistical Area
22380,"Flagstaff, AZ",8,27859,28.716034315661005,Metropolitan Statistical Area
22500,"Florence, SC",2,31983,6.2533220773535945,Metropolitan Statistical Area
22520,"Florence-Muscle Shoals, AL",1,18804,5.318017443097213,Metropolitan Statistical Area
22540,"Fond du Lac, WI",1,21363,4.68099049758929,Metropolitan Statistical Area
22900,"Fort Smith, AR-OK",3,30452,9.851569683436228,Metropolitan Statistical Area
23060,"Fort Wayne, IN",1,98461,1.0156305542295934,Metropolitan Statistical Area
23420,"Fresno, CA",14,280714,4.987282429803999,Metropolitan Statistical Area
23460,"Gadsden, AL",2,22032,9.07770515613653,Metropolitan Statistical Area
23540,"Gainesville, FL",1,49782,2.008758185689607,Metropolitan Statistical Area
23900,"Gettysburg, PA",4,20085,19.915359721184963,Metropolitan Statistical Area
24020,"Glens Falls, NY",1,11067,9.03587241348152,Metropolitan Statistical Area
24140,"Goldsboro, NC",5,27424,18.23220536756126,Metropolitan Statistical Area
24340,"Grand Rapids-Wyoming-Kentwood, MI",8,68856,11.618450098756826,Metropolitan Statistical Area
24540,"Greeley, CO",3,88394,3.393895513270132,Metropolitan Statistical Area
24580,"Green Bay, WI",2,61271,3.264186972629792,Metropolitan Statistical Area
24660,"Greensboro-High Point, NC",7,118120,5.926176769387064,Metropolitan Statistical Area
24780,"Greenville, NC",3,36621,8.192020971573687,Metropolitan Statistical Area
24860,"Greenville-Anderson-Greer, SC",8,24424,32.754667540124466,Metropolitan Statistical Area
25060,"Gulfport-Biloxi, MS",2,32808,6.0960741282613995,Metropolitan Statistical Area
25180,"Hagerstown-Martinsburg, MD-WV",3,33536,8.945610687022901,Metropolitan Statistical Area
25220,"Hammond, LA",1,33500,2.985074626865672,Metropolitan Statistical Area
25260,"Hanford-Corcoran, CA",5,40804,12.253700617586512,Metropolitan Statistical Area
25420,"Harrisburg-Carlisle, PA",1,63740,1.5688735487919676,Metropolitan Statistical Area
25620,"Hattiesburg, MS",3,17869,16.78885220213778,Metropolitan Statistical Area
25740,"Helena, MT",1,15346,6.516356053694774,Metropolitan Statistical Area
25860,"Hickory-Lenoir-Morganton, NC",1,15633,6.396724876863046,Metropolitan Statistical Area
26300,"Hot Springs, AR",1,19387,5.158095631093,Metropolitan Statistical Area
26420,"Houston-Pasadena-The Woodlands, TX",40,1412817,2.8312230104818954,Metropolitan Statistical Area
26580,"Huntington-Ashland, WV-KY-OH",1,18130,5.515719801434087,Metropolitan Statistical Area
26620,"Huntsville, AL",7,85657,8.172128372462263,Metropolitan Statistical Area
26900,"Indianapolis-Carmel-Greenwood, IN",7,368136,1.9014711954277768,Metropolitan Statistical Area
27140,"Jackson, MS",4,49986,8.002240627375665,Metropolitan Statistical Area
27180,"Jackson, TN",6,21971,27.308725137681492,Metropolitan Statistical Area
27260,"Jacksonville, FL",16,342319,4.674002903724304,Metropolitan Statistical Area
27340,"Jacksonville, NC",2,50996,3.9218762255863204,Metropolitan Statistical Area
27500,"Janesville-Beloit, WI",1,36459,2.7428069886722075,Metropolitan Statistical Area
27860,"Jonesboro, AR",1,28161,3.5510102624196587,Metropolitan Statistical Area
28020,"Kalamazoo-Portage, MI",2,55107,3.6293029923603175,Metropolitan Statistical Area
28140,"Kansas City, MO-KS",10,60009,16.664167041610426,Metropolitan Statistical Area
28450,"Kenosha, WI",2,35901,5.570875463079023,Metropolitan Statistical Area
28660,"Killeen-Temple, TX",3,106017,2.8297348538441947,Metropolitan Statistical Area
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2,53773,3.719338701578859,Metropolitan Statistical Area
28940,"Knoxville, TN",3,101703,2.9497654936432554,Metropolitan Statistical Area
29180,"Lafayette, LA",2,58968,3.391670058336725,Metropolitan Statistical Area
29200,"Lafayette-West Lafayette, IN",1,37700,2.6525198938992043,Metropolitan Statistical Area
29340,"Lake Charles, LA",2,49978,4.0017607747408865,Metropolitan Statistical Area
29420,"Lake Havasu City-Kingman, AZ",3,35311,8.495936110560448,Metropolitan Statistical Area
29460,"Lakeland-Winter Haven, FL",8,171731,4.658448387303399,Metropolitan Statistical Area
29540,"Lancaster, PA",6,127269,4.714423779553544,Metropolitan Statistical Area
29620,"Lansing-East Lansing, MI",1,22033,4.538646575591159,Metropolitan Statistical Area
29700,"Laredo, TX",1,82592,1.2107710189848897,Metropolitan Statistical Area
29740,"Las Cruces, NM",1,51646,1.936258374317469,Metropolitan Statistical Area
29820,"Las Vegas-Henderson-North Las Vegas, NV",16,515202,3.1055780062965597,Metropolitan Statistical Area
29940,"Lawrence, KS",1,20496,4.8790007806401245,Metropolitan Statistical Area
30020,"Lawton, OK",2,29311,6.823376889222476,Metropolitan Statistical Area
30460,"Lexington-Fayette, KY",1,65310,1.531159087429184,Metropolitan Statistical Area
30500,"Lexington Park, MD",1,26636,3.7543174650848474,Metropolitan Statistical Area
30620,"Lima, OH",2,23495,8.512449457331348,Metropolitan Statistical Area
30780,"Little Rock-North Little Rock-Conway, AR",2,91472,2.1864614308203603,Metropolitan Statistical Area
30980,"Longview, TX",3,32071,9.354245268310935,Metropolitan Statistical Area
31020,"Longview-Kelso, WA",1,24870,4.0209087253719336,Metropolitan Statistical Area
31080,"Los Angeles-Long Beach-Anaheim, CA",41,2638302,1.5540298267597874,Metropolitan Statistical Area
31140,"Louisville/Jefferson County, KY-IN",7,168846,4.145789654478045,Metropolitan Statistical Area
31180,"Lubbock, TX",5,74294,6.730018574851266,Metropolitan Statistical Area
31420,"Macon-Bibb County, GA",3,37693,7.959037487066564,Metropolitan Statistical Area
31540,"Madison, WI",2,110189,1.8150632095762735,Metropolitan Statistical Area
31700,"Manchester-Nashua, NH",3,83025,3.6133694670280034,Metropolitan Statistical Area
31740,"Manhattan, KS",1,11296,8.852691218130312,Metropolitan Statistical Area
31860,"Mankato, MN",2,13595,14.71129091577786,Metropolitan Statistical Area
31900,"Mansfield, OH",1,27015,3.701647233018693,Metropolitan Statistical Area
32580,"McAllen-Edinburg-Mission, TX",4,274145,1.4590818727315837,Metropolitan Statistical Area
32820,"Memphis, TN-MS-AR",13,228437,5.690846929350324,Metropolitan Statistical Area
32900,"Merced, CA",2,83004,2.4095224326538482,Metropolitan Statistical Area
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",28,929358,3.0128325144884966,Metropolitan Statistical Area
33140,"Michigan City-La Porte, IN",2,23480,8.517887563884157,Metropolitan Statistical Area
33260,"Midland, TX",2,50029,3.9976813448200046,Metropolitan Statistical Area
33340,"Milwaukee-Waukesha, WI",2,244295,0.8186823307885956,Metropolitan Statistical Area
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",14,477230,2.9335959600192782,Metropolitan Statistical Area
33540,"Missoula, MT",1,21492,4.652894100130281,Metropolitan Statistical Area
33660,"Mobile, AL",1,94979,1.0528643173754197,Metropolitan Statistical Area
33700,"Modesto, CA",5,145894,3.4271457359452753,Metropolitan Statistical Area
33740,"Monroe, LA",4,37198,10.753266304640036,Metropolitan Statistical Area
33860,"Montgomery, AL",6,53525,11.20971508640822,Metropolitan Statistical Area
34100,"Morristown, TN",1,14621,6.839477463921757,Metropolitan Statistical Area
34580,"Mount Vernon-Anacortes, WA",1,27363,3.6545700398348133,Metropolitan Statistical Area
34940,"Naples-Marco Island, FL",2,64561,3.0978454484905753,Metropolitan Statistical Area
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",19,36560,51.969365426695845,Metropolitan Statistical Area
35380,"New Orleans-Metairie, LA",4,71467,5.5969888200148326,Metropolitan Statistical Area
35620,"New York-Newark-Jersey City, NY-NJ",42,1454031,2.8885216339954236,Metropolitan Statistical Area
35840,"North Port-Bradenton-Sarasota, FL",7,63364,11.04728236853734,Metropolitan Statistical Area
36100,"Ocala, FL",5,73320,6.819421713038734,Metropolitan Statistical Area
36220,"Odessa, TX",2,47271,4.230923822216581,Metropolitan Statistical Area
36260,"Ogden, UT",5,181603,2.753258481412752,Metropolitan Statistical Area
36420,"Oklahoma City, OK",5,200456,2.494312966436525,Metropolitan Statistical Area
36500,"Olympia-Lacey-Tumwater, WA",2,61480,3.2530904359141184,Metropolitan Statistical Area
36540,"Omaha, NE-IA",4,20998,19.04943327935994,Metropolitan Statistical Area
36740,"Orlando-Kissimmee-Sanford, FL",22,177706,12.379998424363837,Metropolitan Statistical Area
36780,"Oshkosh-Neenah, WI",1,33880,2.95159386068477,Metropolitan Statistical Area
37140,"Paducah, KY-IL",2,14914,13.410218586562962,Metropolitan Statistical Area
37340,"Palm Bay-Melbourne-Titusville, FL",1,112891,0.885810206305197,Metropolitan Statistical Area
37620,"Parkersburg-Vienna, WV",1,17239,5.800800510470445,Metropolitan Statistical Area
37860,"Pensacola-Ferry Pass-Brent, FL",3,67266,4.4599054500044595,Metropolitan Statistical Area
37900,"Peoria, IL",4,28212,14.17836381681554,Metropolitan Statistical Area
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19,330266,5.752938540449214,Metropolitan Statistical Area
38060,"Phoenix-Mesa-Chandler, AZ",49,1120135,4.374472719806095,Metropolitan Statistical Area
38240,"Pinehurst-Southern Pines, NC",1,22664,4.412283798093894,Metropolitan Statistical Area
38300,"Pittsburgh, PA",6,24038,24.960479241201433,Metropolitan Statistical Area
38540,"Pocatello, ID",1,22606,4.4236043528266835,Metropolitan Statistical Area
38860,"Portland-South Portland, ME",1,38179,2.6192409439744364,Metropolitan Statistical Area
38900,"Portland-Vancouver-Hillsboro, OR-WA",14,109671,12.765453036810097,Metropolitan Statistical Area
38940,"Port St. Lucie, FL",3,69996,4.285959197668438,Metropolitan Statistical Area
39150,"Prescott Valley-Prescott, AZ",2,37100,5.390835579514825,Metropolitan Statistical Area
39300,"Providence-Warwick, RI-MA",6,298691,2.0087649108945365,Metropolitan Statistical Area
39340,"Provo-Orem-Lehi, UT",8,219921,3.6376698905516074,Metropolitan Statistical Area
39380,"Pueblo, CO",6,36890,16.26457034426674,Metropolitan Statistical Area
39460,"Punta Gorda, FL",2,23582,8.481044864727334,Metropolitan Statistical Area
39540,"Racine-Mount Pleasant, WI",1,44347,2.2549439646424787,Metropolitan Statistical Area
39580,"Raleigh-Cary, NC",8,323688,2.4715157806282595,Metropolitan Statistical Area
39660,"Rapid City, SD",2,25061,7.9805275128686,Metropolitan Statistical Area
39740,"Reading, PA",3,93761,3.19962457738292,Metropolitan Statistical Area
39900,"Reno, NV",3,102334,2.931576992983759,Metropolitan Statistical Area
40060,"Richmond, VA",4,135436,2.9534244957027673,Metropolitan Statistical Area
40140,"Riverside-San Bernardino-Ontario, CA",44,1151294,3.8217866157558364,Metropolitan Statistical Area
40340,"Rochester, MN",1,38692,2.584513594541507,Metropolitan Statistical Area
40380,"Rochester, NY",3,151268,1.9832350530184837,Metropolitan Statistical Area
40420,"Rockford, IL",1,65463,1.5275804653010097,Metropolitan Statistical Area
40580,"Rocky Mount, NC",1,21127,4.733279689496852,Metropolitan Statistical Area
40660,"Rome, GA",1,22336,4.477077363896848,Metropolitan Statistical Area
40900,"Sacramento-Roseville-Folsom, CA",10,90219,11.084139704496836,Metropolitan Statistical Area
41060,"St. Cloud, MN",2,37168,5.380972879896685,Metropolitan Statistical Area
41100,"St. George, UT",2,47583,4.203181808629132,Metropolitan Statistical Area
41140,"St. Joseph, MO-KS",2,18690,10.700909577314071,Metropolitan Statistical Area
41180,"St. Louis, MO-IL",26,273109,9.52000849477681,Metropolitan Statistical Area
41420,"Salem, OR",1,81029,1.2341260536351184,Metropolitan Statistical Area
41620,"Salt Lake City-Murray, UT",8,296884,2.694655151506986,Metropolitan Statistical Area
41700,"San Antonio-New Braunfels, TX",16,549596,2.911229339369282,Metropolitan Statistical Area
41740,"San Diego-Chula Vista-Carlsbad, CA",5,679625,0.7356998344675373,Metropolitan Statistical Area
41860,"San Francisco-Oakland-Fremont, CA",18,708978,2.5388658040164858,Metropolitan Statistical Area
41940,"San Jose-Sunnyvale-Santa Clara, CA",6,394888,1.5194181641376796,Metropolitan Statistical Area
42020,"San Luis Obispo-Paso Robles, CA",3,47567,6.306893434523935,Metropolitan Statistical Area
42100,"Santa Cruz-Watsonville, CA",1,47992,2.0836806134355728,Metropolitan Statistical Area
42200,"Santa Maria-Santa Barbara, CA",3,97420,3.0794498049681787,Metropolitan Statistical Area
42220,"Santa Rosa-Petaluma, CA",2,89845,2.2260559853080304,Metropolitan Statistical Area
42340,"Savannah, GA",1,61336,1.6303638972218597,Metropolitan Statistical Area
42540,"Scranton--Wilkes-Barre, PA",1,43802,2.283000776220264,Metropolitan Statistical Area
42660,"Seattle-Tacoma-Bellevue, WA",9,435695,2.065665201574496,Metropolitan Statistical Area
42700,"Sebring, FL",2,17471,11.447541640432718,Metropolitan Statistical Area
43100,"Sheboygan, WI",1,25003,3.999520057593089,Metropolitan Statistical Area
43300,"Sherman-Denison, TX",1,33880,2.95159386068477,Metropolitan Statistical Area
43340,"Shreveport-Bossier City, LA",3,52856,5.675798395640987,Metropolitan Statistical Area
43420,"Sierra Vista-Douglas, AZ",1,26090,3.8328861632809503,Metropolitan Statistical Area
43580,"Sioux City, IA-NE-SD",1,26182,3.819417920708884,Metropolitan Statistical Area
43620,"Sioux Falls, SD-MN",3,70422,4.260032376246059,Metropolitan Statistical Area
43640,"Slidell-Mandeville-Covington, LA",1,63665,1.5707217466425822,Metropolitan Statistical Area
43780,"South Bend-Mishawaka, IN-MI",1,62508,1.5997952262110449,Metropolitan Statistical Area
43900,"Spartanburg, SC",5,79662,6.2765182897742955,Metropolitan Statistical Area
44060,"Spokane-Spokane Valley, WA",4,117125,3.415154749199573,Metropolitan Statistical Area
44100,"Springfield, IL",1,42183,2.3706232368489677,Metropolitan Statistical Area
44140,"Springfield, MA",2,95660,2.090738030524775,Metropolitan Statistical Area
44180,"Springfield, MO",4,23527,17.00174267862456,Metropolitan Statistical Area
44220,"Springfield, OH",2,29427,6.796479423658545,Metropolitan Statistical Area
44420,"Staunton-Stuarts Draft, VA",1,13942,7.172572084349448,Metropolitan Statistical Area
44700,"Stockton-Lodi, CA",4,207198,1.9305205648703174,Metropolitan Statistical Area
44940,"Sumter, SC",3,23941,12.530804895367778,Metropolitan Statistical Area
45060,"Syracuse, NY",6,23775,25.23659305993691,Metropolitan Statistical Area
45300,"Tampa-St. Petersburg-Clearwater, FL",22,485821,4.528416844887315,Metropolitan Statistical Area
45780,"Toledo, OH",1,26336,3.797083839611178,Metropolitan Statistical Area
45820,"Topeka, KS",6,40541,14.799832268567624,Metropolitan Statistical Area
45940,"Trenton-Princeton, NJ",1,81480,1.2272950417280315,Metropolitan Statistical Area
46060,"Tucson, AZ",5,206912,2.4164862356944017,Metropolitan Statistical Area
46140,"Tulsa, OK",9,22583,39.852986759952174,Metropolitan Statistical Area
46220,"Tuscaloosa, AL",2,47488,4.211590296495957,Metropolitan Statistical Area
46300,"Twin Falls, ID",2,24643,8.115894980318954,Metropolitan Statistical Area
46340,"Tyler, TX",6,58091,10.32862233392436,Metropolitan Statistical Area
46520,"Urban Honolulu, HI",2,203999,0.9803969627302094,Metropolitan Statistical Area
46540,"Utica-Rome, NY",1,48394,2.066371864280696,Metropolitan Statistical Area
46660,"Valdosta, GA",1,29116,3.434537711224069,Metropolitan Statistical Area
46700,"Vallejo, CA",7,97036,7.21381755224865,Metropolitan Statistical Area
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",4,46791,8.548652518646747,Metropolitan Statistical Area
47300,"Visalia, CA",3,141290,2.1232925189326917,Metropolitan Statistical Area
47580,"Warner Robins, GA",1,42781,2.3374862672681798,Metropolitan Statistical Area
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",15,236871,6.332560760920501,Metropolitan Statistical Area
47940,"Waterloo-Cedar Falls, IA",1,28102,3.5584655896377484,Metropolitan Statistical Area
48060,"Watertown-Fort Drum, NY",2,27293,7.327886271205071,Metropolitan Statistical Area
48140,"Wausau, WI",1,30809,3.2458047972994906,Metropolitan Statistical Area
48540,"Wheeling, WV-OH",2,12463,16.047500601781273,Metropolitan Statistical Area
48620,"Wichita, KS",4,129502,3.0887553860172043,Metropolitan Statistical Area
48660,"Wichita Falls, TX",1,29412,3.3999728002175984,Metropolitan Statistical Area
48680,"Wildwood-The Villages, FL",2,10316,19.387359441644048,Metropolitan Statistical Area
48900,"Wilmington, NC",4,21285,18.792576932111814,Metropolitan Statistical Area
49180,"Winston-Salem, NC",3,37030,8.101539292465569,Metropolitan Statistical Area
49340,"Worcester, MA",4,175170,2.283496032425644,Metropolitan Statistical Area
49420,"Yakima, WA",1,74061,1.3502383170629617,Metropolitan Statistical Area
49620,"York-Hanover, PA",7,99536,7.0326314097411995,Metropolitan Statistical Area
49660,"Youngstown-Warren, OH",1,45270,2.208968411751712,Metropolitan Statistical Area
49700,"Yuba City, CA",1,23977,4.170663552571214,Metropolitan Statistical Area
49740,"Yuma, AZ",1,51691,1.9345727496082492,Metropolitan Statistical Area
